r(B_06,5)	round(B_06_ERR,5)	round(V_06,5)	round(V_06_ERR,5)	round(R_06,5)	round(R_06_ERR,5)	round(F814W_06,5)	round(F814W_06_ERR,5)	round(Z_06,5)	round(Z_06_ERR,5)	round(Z_BEST,8)	CLASSIF	Z_USE
24.60000	0.06070	23.88270	0.03750	23.26040	0.02690	22.30110	0.08400	21.94950	0.01800	0.67016101	1	1.00000000
23.35900	0.03280	23.33080	0.02850	22.97890	0.02420	22.58790	0.10450	22.48290	0.02670	0.67019999	2	1.00000000
24.36170	0.05440	23.66390	0.03370	22.93570	0.02310	21.87380	0.06150	21.46290	0.01300	0.67019999	2	1.00000000
23.55660	0.03560	22.98000	0.02340	22.35300	0.01720	21.26100	0.04140	20.92740	0.00960	0.67022532	2	2.00000000
23.07200	0.02840	22.32150	0.01700	21.65360	0.01240	20.54250	0.02630	20.19510	0.00670	0.67023998	2	1.00000000
23.44090	0.03400	23.26040	0.02690	22.85350	0.02220	22.50990	0.08100	22.18750	0.02060	0.67030001	2	1.00000000
24.67490	0.06240	23.38820	0.02890	22.54540	0.01890	21.25960	0.04110	20.84400	0.00920	0.67039299	1	1.00000000
24.62220	0.06070	24.02450	0.04050	23.36480	0.02830	22.28840	0.08480	21.90460	0.01690	0.67040002	2	1.00000000
22.23400	0.01900	22.32700	0.01700	22.11090	0.01530	21.76550	0.05200	21.71550	0.01480	0.67040002	1	1.00000000
23.21820	0.03110	22.73830	0.02130	22.03490	0.01500	21.15820	0.03890	20.87730	0.00970	0.67040002	2	1.00000000
23.54910	0.03570	23.36580	0.02880	22.95790	0.02310	22.40340	0.09160	22.19150	0.02060	0.67040002	2	1.00000000
24.99590	0.07260	23.84900	0.03600	23.08990	0.02440	21.92860	0.06470	21.59310	0.01390	0.67049998	1	1.00000000
23.37790	0.03280	22.84080	0.02180	22.28930	0.01670	21.22640	0.03980	20.92320	0.00970	0.67049998	2	4.00000000
23.94680	0.04410	23.37830	0.02920	22.78540	0.02150	21.89460	0.05530	21.59360	0.01470	0.67049998	2	1.00000000
22.17880	0.01850	21.81490	0.01330	21.35260	0.01070	20.71260	0.02910	20.48970	0.00770	0.67052400	2	1.00000000
23.72080	0.03850	23.03360	0.02400	22.38970	0.01740	21.26930	0.04140	20.90150	0.00930	0.67058599	1	1.00000000
24.64620	0.06200	24.01210	0.04000	23.30990	0.02750	22.28200	0.08190	21.83580	0.01640	0.67062128	2	3.00000000
24.80120	0.06540	23.95210	0.03810	23.22800	0.02610	22.08510	0.07280	21.71260	0.01460	0.67067701	1	1.00000000
22.66040	0.02320	22.36890	0.01730	21.95090	0.01430	21.21480	0.03780	21.03190	0.01020	0.67075402	2	1.00000000
23.67130	0.03760	23.34730	0.02800	22.91990	0.02270	22.22000	0.08780	21.94760	0.01740	0.67079002	3	1.00000000
23.40700	0.03340	22.86700	0.02220	22.33060	0.01700	21.42130	0.04600	21.10180	0.01080	0.67079198	1	1.00000000
24.63830	0.06160	23.40660	0.02890	22.59040	0.01950	21.38260	0.04710	21.09660	0.01080	0.67079997	1	1.00000000
23.39290	0.03330	23.21350	0.02650	22.78370	0.02130	22.19370	0.08480	22.03540	0.01880	0.67079997	2	1.00000000
24.43470	0.05940	23.72110	0.03770	23.14340	0.02650	22.03320	0.07020	21.64750	0.01580	0.67079997	2	1.00000000
24.28190	0.05070	23.82180	0.03530	23.19220	0.02560	22.34250	0.08690	21.93660	0.01670	0.67079997	2	1.00000000
24.71390	0.06440	23.97370	0.04050	23.29000	0.02710	22.05420	0.07010	21.61760	0.01410	0.67081583	1	2.00000000
22.89020	0.02570	22.52290	0.01850	22.05420	0.01490	21.40200	0.04240	21.16970	0.01080	0.67086703	1	1.00000000
24.59910	0.06070	23.25230	0.02680	22.47300	0.01820	21.22590	0.03590	20.82740	0.00920	0.67087799	1	1.00000000
23.47350	0.03440	23.31370	0.02770	22.91890	0.02280	22.35210	0.09030	22.18030	0.02110	0.67100000	2	4.00000000
24.44220	0.05570	23.34810	0.02820	22.64320	0.01990	21.42050	0.04570	21.06430	0.01070	0.67104697	1	1.00000000
24.88350	0.06910	23.42070	0.02880	22.64110	0.01970	21.33710	0.04310	20.91920	0.00940	0.67109102	1	1.00000000
23.39830	0.03300	23.09310	0.02470	22.72830	0.02070	22.14290	0.06990	22.00580	0.01830	0.67110002	2	1.00000000
23.10630	0.02890	22.66860	0.02020	22.51770	0.01890	22.16940	0.06790	22.04020	0.01910	0.67110801	2	3.00000000
24.60070	0.06070	23.34930	0.02840	22.58940	0.01930	21.36290	0.04300	20.97550	0.00990	0.67119998	1	1.00000000
24.20150	0.05140	23.20860	0.02690	22.49240	0.01850	21.25140	0.03820	21.02490	0.01060	0.67119998	0	1.00000000
24.97720	0.07840	24.07490	0.04480	23.33430	0.02890	22.16540	0.07650	21.73230	0.01670	0.67119998	1	1.00000000
24.95240	0.07720	23.83770	0.03800	23.08320	0.02480	21.80490	0.05350	21.47980	0.01430	0.67129999	1	1.00000000
23.37450	0.03280	22.81840	0.02150	22.16960	0.01580	21.24460	0.04040	20.98190	0.01000	0.67129999	2	1.00000000
25.37740	0.08990	23.94290	0.03800	23.15380	0.02530	21.90270	0.06210	21.48160	0.01320	0.67129999	1	1.00000000
24.31190	0.05150	23.67730	0.03280	23.07400	0.02420	22.13470	0.07350	21.71490	0.01460	0.67129999	1	1.00000000
24.89040	0.07170	23.57360	0.03200	22.88160	0.02290	21.65630	0.05190	21.28490	0.01170	0.67129999	1	1.00000000
25.36570	0.09580	24.21670	0.04560	23.40930	0.02920	22.10540	0.07360	21.79720	0.01610	0.67129999	1	1.00000000
23.37490	0.03300	22.87740	0.02260	22.40290	0.01770	21.67360	0.05440	21.50690	0.01350	0.67130899	2	1.00000000
22.85810	0.02540	22.59630	0.01920	22.19510	0.01590	21.56020	0.04990	21.28880	0.01170	0.67133200	2	1.00000000
23.29530	0.03150	23.07690	0.02460	22.65120	0.01990	22.03770	0.06920	21.83140	0.01640	0.67133498	3	1.00000000
24.56560	0.05860	23.54280	0.03060	22.79260	0.02120	21.61600	0.05200	21.20950	0.01100	0.67140001	1	1.00000000
24.09590	0.04730	22.51930	0.01870	21.71560	0.01280	20.35190	0.02380	19.94340	0.00590	0.67140001	1	1.00000000
23.63750	0.03720	23.33920	0.02780	22.89120	0.02230	22.05210	0.06940	21.72800	0.01530	0.67140001	2	1.00000000
23.83370	0.04070	23.62200	0.03190	23.24750	0.02640	22.73940	0.11940	22.63530	0.02670	0.67145199	2	1.00000000
24.71860	0.06550	23.22170	0.02640	22.40990	0.01770	21.03150	0.03490	20.63330	0.00830	0.67145699	1	1.00000000
23.50020	0.03460	22.90500	0.02250	22.25450	0.01640	21.24480	0.04020	20.87970	0.00930	0.67146814	1	2.00000000
22.95640	0.02690	22.65510	0.02020	22.23910	0.01640	21.52180	0.04890	21.30530	0.01230	0.67148799	3	1.00000000
23.38290	0.03290	23.26980	0.02710	22.80310	0.02140	22.26460	0.08390	22.18360	0.01960	0.67150003	3	1.00000000
25.23400	0.08400	24.13060	0.04290	23.30880	0.02710	22.11520	0.07270	21.67860	0.01440	0.67150003	2	1.00000000
22.79820	0.02470	22.36210	0.01720	21.87590	0.01370	21.09410	0.03680	20.83660	0.00920	0.67154884	3	2.00000000
25.39590	0.09230	24.25190	0.04560	23.32940	0.02770	22.03440	0.07000	21.68830	0.01470	0.67157203	1	2.00000000
23.38410	0.03270	23.22080	0.02620	22.86180	0.02180	22.26870	0.08160	22.10900	0.01870	0.67159998	3	1.00000000
23.24710	0.03080	23.08240	0.02480	22.65560	0.02000	22.14670	0.07580	21.93840	0.01770	0.67163497	2	1.00000000
24.15010	0.05010	23.06000	0.02520	22.66520	0.02030	22.06260	0.05990	21.76020	0.01630	0.67164898	1	3.00000000
22.67780	0.02330	22.22190	0.01600	21.68810	0.01250	20.90130	0.03260	20.63000	0.00810	0.67170000	2	4.00000000
25.19550	0.08100	23.87180	0.03660	23.12230	0.02480	21.91990	0.06360	21.53730	0.01330	0.67170000	1	1.00000000
25.07340	0.07520	23.88610	0.03660	23.09610	0.02440	21.83530	0.06000	21.46170	0.01280	0.67180002	1	1.00000000
21.41970	0.01300	21.05760	0.00930	20.88870	0.00860	21.06850	0.03240	20.54460	0.00790	0.67180002	0	1.00000000
23.03600	0.02770	22.87990	0.02210	22.51910	0.01860	22.08410	0.07220	21.88520	0.01690	0.67180604	2	2.00000000
23.25090	0.03050	22.51400	0.01840	21.88270	0.01370	20.67670	0.02860	20.33670	0.00700	0.67184663	1	2.00000000
25.05830	0.07900	23.86620	0.03790	23.08810	0.02510	21.90070	0.05920	21.54340	0.01430	0.67184949	1	2.00000000
23.29030	0.03120	23.23630	0.02630	22.93640	0.02280	22.52240	0.09970	22.50520	0.02490	0.67189997	3	1.00000000
23.25250	0.03100	23.08400	0.02480	22.69840	0.02060	22.18460	0.07830	21.95280	0.01780	0.67189997	2	1.00000000
24.65520	0.06460	23.33700	0.02870	22.60860	0.01950	21.39590	0.04500	21.03220	0.01040	0.67189997	1	1.00000000
24.26400	0.05110	22.72730	0.02060	21.90840	0.01390	20.52630	0.02600	20.12100	0.00630	0.67189997	1	1.00000000
24.02290	0.04530	23.32350	0.02820	22.76040	0.02090	21.78670	0.05320	21.44750	0.01300	0.67189997	2	1.00000000
24.18240	0.04920	23.61560	0.03310	22.99930	0.02350	22.05090	0.07240	21.82140	0.01600	0.67189997	1	1.00000000
24.00470	0.04470	23.15220	0.02560	22.46460	0.01820	21.30130	0.04210	21.00460	0.01020	0.67189997	1	4.00000000
23.32690	0.03160	23.16190	0.02520	22.71240	0.02030	22.21020	0.07760	21.98460	0.01730	0.67195600	2	1.00000000
25.17440	0.08010	23.92030	0.03760	23.16470	0.02520	21.93170	0.06490	21.59760	0.01380	0.67199999	2	1.00000000
23.82590	0.04120	22.91940	0.02290	22.13470	0.01580	20.84380	0.03140	20.40110	0.00740	0.67201698	2	1.00000000
22.88060	0.02570	22.46300	0.01810	21.93090	0.01410	21.03580	0.03600	20.72960	0.00860	0.67208999	1	1.00000000
23.36540	0.03300	23.08470	0.02480	22.58660	0.01930	21.74600	0.05680	21.49690	0.01340	0.67210001	1	1.00000000
23.61310	0.03700	23.05460	0.02470	22.47220	0.01830	21.54490	0.04190	21.19510	0.01150	0.67210001	2	1.00000000
22.80490	0.02570	21.88280	0.01380	22.29110	0.01710	22.26970	0.08270	22.10650	0.02150	0.67210001	1	4.00000000
24.98490	0.07580	23.58270	0.03210	22.72100	0.02060	21.44850	0.04990	21.04960	0.01020	0.67210001	1	4.00000000
23.27660	0.03120	22.77610	0.02110	22.26450	0.01650	21.41870	0.04160	21.14350	0.01100	0.67210001	2	1.00000000
23.15040	0.02960	22.86040	0.02240	22.37270	0.01740	21.62980	0.05240	21.31540	0.01240	0.67210698	2	1.00000000
23.52560	0.03550	23.36690	0.02870	22.98890	0.02350	22.38090	0.08830	22.24120	0.02160	0.67217600	2	1.00000000
23.34430	0.03230	23.03210	0.02430	22.59070	0.01930	21.97090	0.06600	21.75520	0.01600	0.67217922	2	2.00000000
23.89770	0.04190	23.47770	0.02960	22.93490	0.02270	22.14930	0.06610	21.94450	0.01680	0.67220002	2	1.00000000
24.99300	0.07470	23.61070	0.03220	22.88610	0.02230	21.66790	0.05400	21.32680	0.01230	0.67220002	1	1.00000000
22.34480	0.02000	22.16240	0.01570	21.79390	0.01320	21.30780	0.04220	21.15050	0.01080	0.67221022	2	2.00000000
23.36790	0.03270	23.01910	0.02390	22.58740	0.01930	21.82500	0.05870	21.58580	0.01410	0.67225105	2	2.00000000
23.22100	0.03060	22.93920	0.02300	22.44200	0.01800	21.79250	0.05880	21.49620	0.01350	0.67229998	2	1.00000000
23.37190	0.03270	23.00780	0.02370	22.44700	0.01800	21.61070	0.05540	21.34630	0.01240	0.67229998	2	1.00000000
23.39580	0.03300	23.19110	0.02650	22.68720	0.02010	22.11940	0.07400	21.95980	0.01700	0.67229998	2	1.00000000
24.77020	0.06650	23.96630	0.03940	23.14020	0.02520	21.94040	0.06430	21.50360	0.01340	0.67229998	2	1.00000000
23.77120	0.03980	23.29220	0.02750	22.80400	0.02140	21.90660	0.06950	21.62310	0.01460	0.67234403	3	2.00000000
23.36830	0.03290	22.92830	0.02300	22.41520	0.01790	21.56000	0.04990	21.28500	0.01210	0.67239797	2	1.00000000
25.05150	0.07410	23.76780	0.03430	22.95630	0.02280	21.73830	0.05720	21.36430	0.01200	0.67240000	1	1.00000000
23.62330	0.03670	23.11900	0.02470	22.59830	0.01930	21.82430	0.05910	21.51970	0.01320	0.67240000	3	1.00000000
23.99960	0.04480	23.38560	0.02880	22.80400	0.02150	21.77430	0.05790	21.45090	0.01320	0.67240500	1	1.00000000
24.00550	0.05470	23.42410	0.03410	22.83330	0.02560	22.04450	0.06410	21.84700	0.01930	0.67242324	1	2.00000000
24.34810	0.05280	23.73460	0.03560	23.17470	0.02570	22.13900	0.07490	21.74700	0.01600	0.67249501	1	3.00000000
22.79700	0.02470	22.62450	0.01960	22.15410	0.01560	21.56080	0.05000	21.29920	0.01170	0.67250001	2	1.00000000
23.71410	0.03870	23.40490	0.02920	22.94030	0.02310	22.21820	0.07820	22.01980	0.01880	0.67250001	2	1.00000000
24.29890	0.05260	23.16590	0.02580	22.44170	0.01810	21.22260	0.03600	20.90660	0.00980	0.67257106	1	2.00000000
24.13900	0.04750	23.35150	0.02810	22.68220	0.02090	21.51060	0.04800	21.10600	0.01050	0.67259997	3	1.00000000
24.51830	0.05750	23.16500	0.02570	22.33410	0.01710	20.95580	0.03330	20.55360	0.00790	0.67259997	1	1.00000000
25.05000	0.07510	23.84780	0.03620	23.05020	0.02390	21.81780	0.05970	21.43520	0.01250	0.67259997	1	1.00000000
23.18740	0.02960	22.99150	0.02320	22.60050	0.01920	22.08430	0.07220	21.84310	0.01580	0.67259997	2	1.00000000
24.48860	0.05680	23.02820	0.02390	22.28990	0.01690	20.90640	0.03300	20.57320	0.00810	0.67259997	1	4.00000000
23.41270	0.03300	23.10250	0.02450	22.61170	0.01930	22.00350	0.06680	21.72360	0.01480	0.67259997	2	1.00000000
24.01280	0.04400	23.46650	0.02940	22.91120	0.02230	22.03890	0.06810	21.74840	0.01490	0.67259997	3	1.00000000
22.75750	0.02470	22.70950	0.02110	22.47840	0.01840	22.41960	0.09210	22.19980	0.02140	0.67269999	3	1.00000000
23.06410	0.02830	22.85580	0.02220	22.45070	0.01810	22.03690	0.06490	21.75690	0.01610	0.67269999	3	1.00000000
23.55140	0.03580	23.21530	0.02680	22.77670	0.02140	22.11500	0.07360	21.83730	0.01690	0.67269999	2	1.00000000
23.08640	0.02850	22.97940	0.02350	22.60630	0.01950	22.08370	0.07130	21.97260	0.01810	0.67269999	3	1.00000000
24.97480	0.07310	24.16070	0.04340	23.38630	0.02860	22.30080	0.08340	21.85160	0.01630	0.67269999	2	1.00000000
24.40950	0.05610	23.02510	0.02400	22.19980	0.01600	20.88560	0.03210	20.49390	0.00770	0.67270499	1	1.00000000
23.67430	0.03810	23.19940	0.02630	22.63420	0.02060	21.79540	0.05850	21.47060	0.01330	0.67270899	3	1.00000000
23.58270	0.03660	23.32580	0.02860	22.91190	0.02270	22.25590	0.08300	22.07910	0.01920	0.67280000	3	1.00000000
22.61900	0.02280	22.44940	0.01800	22.06460	0.01500	21.48850	0.04800	21.33140	0.01210	0.67290002	3	1.00000000
24.47660	0.05740	23.40820	0.02910	22.58770	0.01930	21.30430	0.04150	20.87280	0.00930	0.67293668	1	2.00000000
23.29030	0.03180	22.97850	0.02370	22.42540	0.01780	21.76050	0.05690	21.55080	0.01390	0.67295724	2	2.00000000
23.16930	0.02950	22.76000	0.02090	22.23900	0.01620	21.36560	0.04150	21.07150	0.01020	0.67299998	1	1.00000000
23.83010	0.04090	23.21830	0.02660	22.45430	0.01810	21.28870	0.04180	20.97910	0.01030	0.67299998	1	1.00000000
23.14960	0.02920	22.85340	0.02200	22.37600	0.01730	21.68140	0.05400	21.46900	0.01270	0.67301798	2	1.00000000
23.95170	0.04350	22.53440	0.01890	21.75610	0.01300	20.45120	0.02630	20.07610	0.00620	0.67302102	1	1.00000000
23.00800	0.02740	23.00110	0.02390	22.58860	0.01930	22.07740	0.07210	21.99210	0.01830	0.67309999	3	1.00000000
23.49670	0.03440	22.68000	0.02000	21.90240	0.01390	20.93270	0.03340	20.69290	0.00850	0.67309999	1	1.00000000
24.49060	0.05710	23.34090	0.02850	22.48800	0.01840	21.20060	0.04000	20.78740	0.00900	0.67311919	1	2.00000000
24.04080	0.04950	23.83860	0.03990	23.35080	0.03170	22.53670	0.11000	22.53310	0.03110	0.67320001	2	1.00000000
22.75520	0.02420	22.24350	0.01620	21.67750	0.01250	20.76690	0.03010	20.48890	0.00760	0.67320001	2	1.00000000
22.90490	0.02640	22.41780	0.01790	21.78290	0.01310	20.93960	0.03340	20.67990	0.00850	0.67330003	3	1.00000000
24.72930	0.06540	23.25250	0.02690	22.51620	0.01880	21.25410	0.04110	20.83970	0.00930	0.67330003	1	4.00000000
23.38220	0.03290	23.11350	0.02510	22.67470	0.02010	21.98070	0.07240	21.82340	0.01640	0.67330003	3	1.00000000
22.67340	0.02330	22.62940	0.01950	22.33250	0.01710	21.90490	0.06870	21.86390	0.01660	0.67339998	3	1.00000000
24.63400	0.05970	23.38160	0.02790	22.58620	0.01920	21.32530	0.03610	20.99980	0.00950	0.67339998	2	1.00000000
24.57060	0.06080	23.77930	0.03720	23.05940	0.02460	22.05760	0.07090	21.73190	0.01560	0.67350000	1	1.00000000
23.29610	0.03120	22.83080	0.02150	22.40290	0.01750	21.81450	0.05920	21.48260	0.01280	0.67350000	3	1.00000000
22.78220	0.02450	22.63150	0.01950	22.24770	0.01630	21.72090	0.05610	21.59680	0.01400	0.67350000	2	1.00000000
23.56490	0.03590	23.28280	0.02730	22.86630	0.02200	22.20960	0.08700	21.97770	0.01770	0.67350042	3	3.00000000
24.91880	0.06990	23.57860	0.03140	22.81280	0.02130	21.50470	0.04410	21.12270	0.01060	0.67360902	2	1.00000000
23.43490	0.03390	22.83710	0.02180	22.29030	0.01680	21.18370	0.03860	20.93710	0.00970	0.67361796	2	2.00000000
23.79020	0.03970	23.10900	0.02480	22.41840	0.01760	21.33910	0.04350	21.05910	0.01020	0.67363095	2	2.00000000
22.83560	0.02520	22.45920	0.01800	21.96710	0.01430	21.16490	0.03650	20.92830	0.00960	0.67364353	2	2.00000000
23.38210	0.03300	23.10840	0.02500	22.69050	0.02030	22.01400	0.07150	21.82030	0.01630	0.67369998	2	1.00000000
25.60270	0.10740	24.14480	0.04430	23.39560	0.02870	22.08900	0.07230	21.73180	0.01550	0.67369998	2	4.00000000
25.02280	0.07740	23.79620	0.03580	23.09340	0.02490	21.85750	0.06130	21.44870	0.01310	0.67379802	2	1.00000000
24.62870	0.06400	23.72770	0.03540	22.96530	0.02390	21.84490	0.06040	21.44740	0.01340	0.67379999	1	1.00000000
23.67790	0.03760	23.10550	0.02470	22.54610	0.01890	21.58170	0.05040	21.24850	0.01160	0.67379999	2	1.00000000
24.36770	0.05450	23.64660	0.03310	23.00200	0.02380	21.95060	0.06440	21.56260	0.01380	0.67379999	1	4.00000000
22.90330	0.02610	22.65740	0.01990	22.34710	0.01710	21.45620	0.04550	21.08840	0.01050	0.67385298	1	1.00000000
23.71030	0.03850	23.29190	0.02730	22.80690	0.02160	21.99760	0.06830	21.68070	0.01500	0.67385799	2	1.00000000
24.61220	0.06240	23.38950	0.02970	22.50440	0.01860	21.22320	0.03990	20.83760	0.00920	0.67390001	1	1.00000000
24.41950	0.05500	22.91110	0.02260	22.07540	0.01510	20.73010	0.02930	20.33780	0.00710	0.67390001	1	1.00000000
25.07190	0.07700	23.58510	0.03170	22.73660	0.02060	21.37450	0.04400	20.93150	0.00960	0.67392868	3	2.00000000
24.37220	0.05500	23.80680	0.03680	23.20380	0.02620	22.18960	0.07570	21.82760	0.01680	0.67394900	2	1.00000000
25.22180	0.08550	23.95310	0.04120	23.18980	0.02640	21.87400	0.05690	21.46010	0.01300	0.67400002	1	1.00000000
24.39650	0.05550	23.05150	0.02470	22.28080	0.01690	20.96490	0.03360	20.58790	0.00810	0.67401099	1	1.00000000
24.87020	0.06720	23.55650	0.03030	22.72970	0.02050	21.55920	0.04070	21.14380	0.01010	0.67402101	2	3.00000000
23.56100	0.03610	23.31900	0.02810	22.87500	0.02240	21.90320	0.06370	21.76810	0.01560	0.67406422	2	3.00000000
23.33890	0.03230	23.10530	0.02490	22.67770	0.02020	22.05770	0.07180	21.89270	0.01670	0.67407501	2	1.00000000
22.61110	0.02270	22.32190	0.01710	21.92220	0.01400	21.18030	0.03830	21.02000	0.01040	0.67408705	1	2.00000000
21.62320	0.01430	21.42600	0.01100	21.29660	0.01050	21.04250	0.03580	20.92290	0.00970	0.67409402	1	1.00000000
22.29740	0.01960	21.96310	0.01440	21.98070	0.01440	21.66030	0.04860	21.56820	0.01430	0.67412502	2	3.00000000
23.23540	0.03040	23.02180	0.02360	22.63260	0.01950	21.91890	0.05710	21.84170	0.01540	0.67413288	3	2.00000000
22.82370	0.02500	22.10830	0.01520	21.49280	0.01140	20.56810	0.02680	20.25010	0.00670	0.67419761	1	2.00000000
23.71600	0.03840	22.71700	0.02050	21.98890	0.01450	20.79370	0.03060	20.42060	0.00740	0.67420000	1	1.00000000
23.37990	0.03360	23.25070	0.02770	22.82020	0.02230	22.26400	0.08150	22.11690	0.02070	0.67420000	2	1.00000000
24.27350	0.05140	23.35680	0.02840	22.56730	0.01920	21.44100	0.04500	21.09570	0.01070	0.67420000	2	1.00000000
24.15700	0.04830	23.58620	0.03230	22.86340	0.02230	21.84400	0.06020	21.44820	0.01290	0.67420000	2	1.00000000
23.26620	0.03140	22.92220	0.02320	22.41420	0.01800	21.63180	0.05250	21.42070	0.01290	0.67430001	2	1.00000000
23.17490	0.03010	22.55650	0.01910	21.91270	0.01400	20.81010	0.03100	20.48600	0.00770	0.67439997	2	1.00000000
25.58660	0.10810	24.30410	0.04830	23.48690	0.03010	22.22930	0.07930	21.87140	0.01670	0.67439997	1	4.00000000
23.57120	0.03620	23.07130	0.02470	22.52450	0.01870	21.60060	0.04720	21.29560	0.01210	0.67439997	1	1.00000000
24.88640	0.07170	23.49630	0.03060	22.74320	0.02090	21.55320	0.04820	21.17740	0.01120	0.67439997	1	1.00000000
23.80070	0.04050	23.18790	0.02630	22.56510	0.01900	21.62230	0.05240	21.27300	0.01160	0.67447501	2	1.00000000
23.04860	0.02790	22.93550	0.02290	22.60040	0.01940	22.11400	0.07360	21.92370	0.01740	0.67447811	3	2.00000000
23.95200	0.04430	22.42770	0.01800	21.62720	0.01220	20.24950	0.02240	19.89120	0.00570	0.67449015	1	1.00000000
23.21830	0.03040	22.79830	0.02150	22.24430	0.01630	21.50980	0.04750	21.25860	0.01160	0.67449999	3	1.00000000
22.58740	0.02240	22.32070	0.01690	21.84890	0.01350	21.13490	0.03760	20.91240	0.00950	0.67449999	2	1.00000000
23.80280	0.04010	22.57380	0.01920	21.73430	0.01280	20.46490	0.02550	20.07640	0.00610	0.67449999	1	1.00000000
24.79560	0.06860	23.77410	0.03550	23.11630	0.02510	21.96660	0.06640	21.60500	0.01430	0.67449999	2	1.00000000
24.02710	0.04570	23.51460	0.03130	22.86920	0.02250	21.96150	0.06640	21.75480	0.01720	0.67456102	2	1.00000000
23.40930	0.03340	23.32590	0.02880	22.90290	0.02250	22.39240	0.09000	22.16350	0.02020	0.67460001	2	1.00000000
23.50770	0.03520	23.23160	0.02680	22.77530	0.02140	22.04030	0.06890	21.81370	0.01590	0.67460001	2	1.00000000
22.53200	0.02210	22.21840	0.01630	21.79940	0.01330	21.12590	0.03730	20.94850	0.01020	0.67463201	2	1.00000000
24.54680	0.05940	23.45300	0.02990	22.59410	0.01930	21.57770	0.05470	21.24390	0.01150	0.67470002	1	1.00000000
22.12830	0.01810	22.21840	0.01610	22.08290	0.01520	21.35720	0.04690	21.84030	0.01620	0.67470002	0	1.00000000
24.27980	0.05190	22.84680	0.02200	22.03650	0.01480	20.75420	0.03000	20.39270	0.00730	0.67470598	1	1.00000000
23.84680	0.04120	23.50570	0.03040	22.83840	0.02190	21.99160	0.06640	21.67160	0.01470	0.67477202	2	1.00000000
24.88180	0.07260	23.38480	0.02890	22.56210	0.01940	21.27610	0.04110	20.88790	0.00960	0.67479998	1	1.00000000
23.52980	0.03510	23.24170	0.02660	22.80440	0.02150	22.08270	0.06570	21.91280	0.01690	0.67479998	2	1.00000000
24.71120	0.06610	23.53720	0.03180	22.71690	0.02110	21.44250	0.04570	21.05300	0.01090	0.67479998	1	4.00000000
23.94480	0.04300	22.63580	0.01970	21.86750	0.01370	20.55710	0.02650	20.19040	0.00650	0.67489403	2	1.00000000
23.77210	0.04020	22.50650	0.01860	21.74290	0.01320	20.45190	0.02480	20.07160	0.00640	0.67490000	1	1.00000000
24.02400	0.04580	23.45520	0.03060	22.89930	0.02250	22.01760	0.06740	21.69440	0.01510	0.67490000	2	1.00000000
23.45160	0.03410	22.96940	0.02360	22.51690	0.01860	21.89390	0.06310	21.55620	0.01370	0.67490000	2	1.00000000
23.83250	0.04130	23.19580	0.02620	22.58470	0.01930	21.61180	0.05150	21.30770	0.01210	0.67490000	2	1.00000000
23.11110	0.02890	23.07180	0.02460	22.73560	0.02070	22.31040	0.08660	22.23390	0.02090	0.67490000	2	1.00000000
25.66470	0.11200	24.11740	0.04270	23.38470	0.02870	22.07050	0.07140	21.67630	0.01500	0.67490000	1	1.00000000
22.97280	0.02680	22.76190	0.02090	22.70780	0.02040	22.56100	0.10290	22.41390	0.02260	0.67497498	3	3.00000000
23.97940	0.04450	23.57240	0.03230	22.90900	0.02280	22.13410	0.07660	21.88410	0.01740	0.67510003	0	1.00000000
25.12860	0.08350	24.01940	0.04160	23.24630	0.02690	21.98030	0.06550	21.59020	0.01410	0.67510003	2	1.00000000
25.46820	0.09430	24.20960	0.04380	23.34530	0.02780	21.98540	0.07300	21.58870	0.01350	0.67510003	1	1.00000000
22.84350	0.02540	22.59400	0.01930	22.20860	0.01610	21.50630	0.04790	21.28110	0.01210	0.67516589	2	2.00000000
24.98220	0.07590	24.10010	0.04460	23.28670	0.02750	21.99680	0.06700	21.65690	0.01510	0.67517400	2	1.00000000
24.24760	0.05130	22.82360	0.02180	21.94090	0.01420	20.63490	0.02750	20.21710	0.00670	0.67525202	1	1.00000000
24.44350	0.05490	23.28850	0.02740	22.51990	0.01860	21.22600	0.03980	20.82310	0.00890	0.67526102	1	1.00000000
23.16350	0.02950	22.93470	0.02290	22.51740	0.01850	21.90320	0.06280	21.80120	0.01550	0.67530000	2	1.00000000
24.79680	0.06760	23.55740	0.03190	22.79690	0.02150	21.66520	0.05320	21.34720	0.01240	0.67530000	2	4.00000000
24.18730	0.05000	23.39960	0.02920	22.57550	0.01940	21.34480	0.04340	20.99110	0.01040	0.67530000	2	1.00000000
23.65030	0.03780	22.93490	0.02300	22.27640	0.01670	21.18860	0.03860	20.82050	0.00910	0.67535400	2	2.00000000
23.18480	0.02980	22.89300	0.02240	22.40780	0.01770	21.75280	0.05710	21.52790	0.01350	0.67540002	3	1.00000000
24.94190	0.07380	23.87340	0.03820	23.04930	0.02480	21.82000	0.05920	21.45370	0.01350	0.67540002	1	1.00000000
23.63370	0.03670	23.27740	0.02690	22.87130	0.02200	22.24850	0.08490	22.06380	0.01800	0.67540002	2	1.00000000
23.59690	0.03700	22.57030	0.01930	22.44600	0.01810	22.37510	0.09070	21.98300	0.01850	0.67540002	1	4.00000000
22.18320	0.01860	22.11580	0.01530	21.81280	0.01340	21.35020	0.04370	21.27370	0.01180	0.67545903	3	2.00000000
