round(B_06,8)	round(B_06_ERR,8)	round(V_06,8)	round(V_06_ERR,8)	round(R_06,8)	round(R_06_ERR,8)	round(I_MAG_AUTO_06,8)	AUTO_FLAG_06	round(I_06_ERR,8)	round(I_CFHT_06_ERR,8)	round(Z_06,8)	round(Z_06_ERR,8)	Z_ZCOS	Z_USE
23.19199944	0.03000000	22.95170021	0.02320000	22.66659927	0.02010000	21.95009995	1.00000000	0.01810000	0.08070000	22.27190018	0.02190000	0.50639999	1.00000000
23.08300018	0.02840000	22.54389954	0.01880000	22.20109940	0.01600000	21.06830025	1.00000000	0.01290000	0.05140000	21.45190048	0.01300000	-999.98999023	4.00000000
22.19910049	0.01870000	21.73609924	0.01280000	21.22719955	0.01010000	20.39290047	1.00000000	0.00810000	0.02160000	20.47599983	0.00760000	0.50680000	1.00000000
23.33650017	0.03230000	22.43549919	0.01800000	22.06060028	0.01510000	21.10770035	1.00000000	0.01160000	0.04680000	21.16510010	0.01110000	-999.98999023	2.00000000
25.05240059	0.07800000	23.89940071	0.03780000	23.06889915	0.02450000	22.03680038	1.00000000	0.01650000	0.06010000	21.88969994	0.01710000	-999.98999023	4.00000000
24.95999908	0.07470000	23.91189957	0.03810000	23.16270065	0.02560000	22.09690094	1.00000000	0.01820000	0.08190000	21.91349983	0.01730000	-999.98999023	2.00000000
22.81049919	0.02490000	22.59029961	0.01920000	22.17560005	0.01580000	21.56439972	1.00000000	0.01340000	0.03870000	21.73340034	0.01510000	-999.98999023	2.00000000
22.78529930	0.02470000	22.41200066	0.01780000	22.01169968	0.01460000	21.23290062	1.00000000	0.01240000	0.04650000	21.41320038	0.01270000	0.50690001	1.00000000
22.79019928	0.02510000	22.39760017	0.01780000	21.99440002	0.01470000	21.24049950	1.00000000	0.01210000	0.03420000	21.34320068	0.01310000	0.50720000	1.00000000
24.72890091	0.06940000	23.70380020	0.03530000	22.80209923	0.02180000	21.75399971	1.00000000	0.01480000	0.06470000	21.55789948	0.01480000	0.50550002	1.00000000
22.94000053	0.02640000	22.41930008	0.01760000	21.92309952	0.01400000	21.00000000	1.00000000	0.01100000	0.02670000	21.14130020	0.01080000	0.50720000	1.00000000
22.65950012	0.02310000	21.60099983	0.01200000	20.77599907	0.00820000	19.61100006	1.00000000	0.00620000	0.00860000	19.59939957	0.00490000	0.50720000	1.00000000
22.74419975	0.02440000	22.43009949	0.01790000	22.14179993	0.01570000	21.54750061	1.00000000	0.01360000	0.05140000	21.68160057	0.01530000	-999.98999023	2.00000000
23.45359993	0.03430000	22.97820091	0.02390000	22.44199944	0.01810000	21.62879944	1.00000000	0.01450000	0.05140000	21.65690041	0.01510000	-999.98999023	3.00000000
24.18750000	0.04980000	23.58090019	0.03190000	22.97030067	0.02380000	22.38899994	1.00000000	0.01840000	0.07760000	22.23220062	0.02200000	-999.98999023	2.00000000
23.26969910	0.03120000	22.55080032	0.01900000	21.91460037	0.01400000	20.99959946	1.00000000	0.01040000	0.03300000	20.86370087	0.00930000	0.50739998	1.00000000
22.70969963	0.02370000	22.32399940	0.01680000	21.93390083	0.01400000	21.22240067	1.00000000	0.01190000	0.03000000	21.43320084	0.01250000	0.50819999	1.00000000
23.09070015	0.02860000	22.83340073	0.02250000	22.37960052	0.01750000	21.64739990	1.00000000	0.01540000	0.06660000	21.88590050	0.01700000	0.50860000	1.00000000
22.62030029	0.02380000	22.04590034	0.01550000	21.68280029	0.01320000	21.06760025	1.00000000	0.01110000	0.03180000	20.92359924	0.00970000	-999.98999023	2.00000000
23.87980080	0.04220000	23.25740051	0.02920000	22.57169914	0.02030000	21.51269913	1.00000000	0.01450000	0.04120000	21.52829933	0.01550000	-999.98999023	2.00000000
24.41810036	0.05670000	23.46619987	0.03040000	22.74810028	0.02100000	21.85890007	1.00000000	0.01520000	0.05430000	21.70280075	0.01490000	-999.98999023	2.00000000
24.11650085	0.04730000	23.22450066	0.02650000	22.48530006	0.01840000	21.48410034	1.00000000	0.01340000	0.04170000	21.45319939	0.01310000	-999.98999023	4.00000000
23.55739975	0.03580000	23.06270027	0.02470000	22.60250092	0.01940000	21.61409950	1.00000000	0.01560000	0.05650000	21.84790039	0.01670000	0.50819999	1.00000000
23.07340050	0.02830000	22.86599922	0.02240000	22.60149956	0.01940000	22.00209999	1.00000000	0.01690000	0.07990000	22.27330017	0.02220000	-999.98999023	2.00000000
23.10670090	0.02870000	22.77169991	0.02110000	22.47990036	0.01830000	21.96249962	1.00000000	0.01610000	0.04320000	22.09490013	0.01910000	-999.98999023	2.00000000
23.56299973	0.03590000	22.53790092	0.01870000	21.71450043	0.01270000	20.45989990	1.00000000	0.00870000	0.02460000	20.39439964	0.00720000	0.50840002	1.00000000
23.23360062	0.03070000	22.40769958	0.01770000	21.61680031	0.01210000	19.95249939	1.00000000	0.00840000	0.02310000	20.34049988	0.00700000	0.50840002	1.00000000
22.95730019	0.02680000	22.49699974	0.01850000	22.01499939	0.01460000	21.31150055	1.00000000	0.01240000	0.04590000	21.44619942	0.01310000	0.50840002	1.00000000
23.12560081	0.02880000	22.71479988	0.02030000	22.32439995	0.01690000	21.65940094	1.00000000	0.01400000	0.04350000	21.68379974	0.01450000	0.50840002	1.00000000
23.01379967	0.02760000	22.23030090	0.01630000	21.83449936	0.01350000	21.33449936	2.00000000	-999.98999023	0.03640000	21.08110046	0.01040000	-999.98999023	2.00000000
22.66049957	0.02330000	22.03660011	0.01480000	21.42270088	0.01120000	20.11059952	1.00000000	0.00830000	0.02660000	20.40250015	0.00730000	0.50870001	1.00000000
23.07270050	0.02830000	22.72349930	0.02080000	22.39500046	0.01760000	21.60470009	1.00000000	0.01520000	0.06370000	21.93029976	0.01760000	-999.98999023	2.00000000
22.30509949	0.01990000	21.37989998	0.01080000	20.91139984	0.00880000	20.01670074	2.00000000	-999.98999023	0.01630000	19.94689941	0.00590000	0.50849998	1.00000000
23.59370041	0.03600000	22.61720085	0.01940000	21.86790085	0.01390000	20.72290039	1.00000000	0.00940000	0.01970000	20.70129967	0.00860000	0.50849998	1.00000000
23.28240013	0.03130000	22.12719917	0.01550000	21.22120094	0.01010000	19.59889984	1.00000000	0.00670000	0.01620000	19.88780022	0.00560000	-999.98999023	2.00000000
23.73800087	0.03890000	23.18339920	0.02590000	22.64909935	0.01980000	21.77389908	1.00000000	0.01500000	0.06280000	21.72660065	0.01520000	0.50860000	1.00000000
23.41839981	0.03320000	22.97949982	0.02310000	22.54470062	0.01900000	21.34269905	1.00000000	0.01520000	0.04850000	21.92009926	0.01660000	-999.98999023	4.00000000
24.10540009	0.04730000	23.04260063	0.02420000	22.21719933	0.01610000	21.18530083	1.00000000	0.01120000	0.04400000	21.03739929	0.01020000	0.50870001	1.00000000
23.75329971	0.04020000	23.09980011	0.02620000	22.51869965	0.01890000	21.63459969	1.00000000	0.01450000	0.07310000	21.60799980	0.01480000	0.50950003	1.00000000
23.51219940	0.03580000	23.11709976	0.02620000	22.65749931	0.02080000	21.82929993	1.00000000	0.01740000	0.07070000	22.04940033	0.02300000	-999.98999023	2.00000000
22.96719933	0.02690000	22.42959976	0.01790000	21.89739990	0.01380000	21.01840019	1.00000000	0.01080000	0.03190000	21.04570007	0.01030000	0.50970000	1.00000000
23.86720085	0.04260000	23.32449913	0.02910000	23.16510010	0.02600000	22.41690063	1.00000000	0.02180000	0.07000000	22.39469910	0.02520000	-999.98999023	1.00000000
23.33860016	0.03240000	23.07189941	0.02510000	22.64189911	0.02010000	21.93499947	1.00000000	0.01790000	0.09260000	22.12779999	0.02010000	-999.98999023	4.00000000
22.95520020	0.02700000	22.29660034	0.01690000	21.70980072	0.01270000	20.65209961	1.00000000	0.00960000	0.02980000	20.71010017	0.00860000	0.50900000	1.00000000
22.56959915	0.02230000	22.13010025	0.01550000	21.72089958	0.01280000	20.80599976	1.00000000	0.01060000	0.03470000	21.05500031	0.01060000	0.50940001	1.00000000
24.43330002	0.05610000	23.70579910	0.03400000	23.02179909	0.02390000	21.82600021	1.00000000	0.01660000	0.07150000	21.70820045	0.01530000	0.51040000	1.00000000
22.95219994	0.02650000	22.62890053	0.01960000	22.30929947	0.01690000	21.76700020	1.00000000	0.01450000	0.04940000	21.79420090	0.01540000	-999.98999023	4.00000000
22.98889923	0.02740000	22.64739990	0.02000000	22.25359917	0.01650000	21.45079994	1.00000000	0.01400000	0.04390000	21.76869965	0.01630000	-999.98999023	4.00000000
24.07609940	0.04660000	23.46940041	0.02990000	22.89909935	0.02260000	21.99729919	1.00000000	0.01650000	0.08470000	21.88459969	0.01740000	0.50929999	1.00000000
23.43239975	0.03330000	22.35390091	0.01710000	21.49640083	0.01140000	20.38419914	1.00000000	0.00790000	0.01490000	20.25729942	0.00670000	0.50739998	1.00000000
23.13899994	0.02920000	22.61829948	0.01960000	22.08650017	0.01520000	21.08559990	1.00000000	0.01200000	0.03590000	21.24810028	0.01170000	-999.98999023	2.00000000
21.41950035	0.01300000	21.08609962	0.00940000	20.83930016	0.00840000	20.24090004	1.00000000	0.00780000	0.01670000	20.28739929	0.00690000	0.50929999	1.00000000
23.86840057	0.04110000	22.73310089	0.02050000	21.84700012	0.01350000	20.67600060	1.00000000	0.00890000	0.01780000	20.53370094	0.00780000	-999.98999023	4.00000000
22.69249916	0.02360000	22.38039970	0.01750000	21.96870041	0.01430000	20.84000015	1.00000000	0.01260000	0.05140000	21.50160027	0.01330000	-999.98999023	4.00000000
21.04299927	0.01090000	20.75539970	0.00820000	20.46349907	0.00730000	19.92690086	2.00000000	-999.98999023	0.01310000	19.96439934	0.00600000	-999.98999023	4.00000000
23.51099968	0.03490000	22.91620064	0.02290000	22.42099953	0.01780000	21.39949989	1.00000000	0.01350000	0.03070000	21.50399971	0.01340000	-999.98999023	4.00000000
22.96369934	0.02710000	22.54780006	0.01910000	22.14819908	0.01580000	21.17900085	1.00000000	0.01300000	0.05680000	21.56220055	0.01450000	-999.98999023	4.00000000
22.98290062	0.02700000	22.08139992	0.01500000	21.67770004	0.01250000	21.08690071	2.00000000	-999.98999023	0.03060000	20.85040092	0.00920000	-999.98999023	2.00000000
23.55459976	0.03590000	23.11280060	0.02510000	22.61910057	0.01960000	21.79170036	1.00000000	0.01650000	0.07670000	21.99340057	0.01800000	0.50970000	1.00000000
24.11569977	0.04740000	23.17720032	0.02650000	22.35790062	0.01730000	21.12639999	1.00000000	0.01210000	0.03890000	21.01790047	0.01020000	0.50980002	1.00000000
22.64119911	0.02300000	22.19090080	0.01590000	21.76989937	0.01300000	21.15530014	2.00000000	-999.98999023	0.02380000	20.96389961	0.00980000	0.50989997	1.00000000
22.70509911	0.02370000	22.40990067	0.01780000	22.12310028	0.01620000	21.45770073	1.00000000	0.01530000	0.04560000	21.71899986	0.01540000	-999.98999023	4.00000000
24.62470055	0.06060000	23.72039986	0.03400000	22.99519920	0.02340000	21.99029922	1.00000000	0.01660000	0.08710000	21.73920059	0.01520000	0.50999999	1.00000000
22.56809998	0.02220000	22.04010010	0.01480000	21.43670082	0.01120000	19.93120003	1.00000000	0.00850000	0.01530000	20.51429939	0.00770000	0.51020002	1.00000000
23.22260094	0.03030000	22.57900047	0.01930000	22.01230049	0.01460000	20.98839951	1.00000000	0.01120000	0.03600000	21.03700066	0.01020000	0.51020002	1.00000000
23.03549957	0.02790000	22.67239952	0.02010000	22.29420090	0.01680000	21.63739967	1.00000000	0.01420000	0.06170000	21.72970009	0.01540000	0.51050001	1.00000000
24.86800003	0.07470000	23.88249969	0.03930000	23.11120033	0.02580000	22.05859947	1.00000000	0.01740000	0.08910000	21.96430016	0.01990000	-999.98999023	4.00000000
23.68869972	0.03830000	22.60619926	0.01950000	21.78720093	0.01320000	20.61140060	1.00000000	0.00910000	0.02600000	20.51869965	0.00790000	-999.98999023	4.00000000
22.35869980	0.02020000	21.92860031	0.01410000	21.53149986	0.01170000	20.85630035	1.00000000	0.00960000	0.02940000	20.85820007	0.00930000	-999.98999023	4.00000000
23.44689941	0.03400000	22.91920090	0.02280000	22.39509964	0.01780000	21.58239937	1.00000000	0.01400000	0.05530000	21.61179924	0.01460000	0.51040000	1.00000000
23.51320076	0.03620000	22.83399963	0.02240000	22.27070045	0.01690000	21.19669914	1.00000000	0.01260000	0.05030000	21.28140068	0.01240000	0.51059997	1.00000000
24.06410027	0.04650000	23.42670059	0.02940000	22.91340065	0.02280000	22.01889992	1.00000000	0.01690000	0.06330000	21.95759964	0.01840000	0.51059997	1.00000000
23.36100006	0.03270000	23.04689980	0.02490000	22.58139992	0.01970000	21.57220078	1.00000000	0.01740000	0.04850000	22.06439972	0.02130000	-999.98999023	4.00000000
22.69129944	0.02360000	22.12430000	0.01540000	21.55480003	0.01180000	20.51880074	1.00000000	0.00890000	0.02680000	20.61650085	0.00810000	-999.98999023	4.00000000
23.70789909	0.03840000	23.08559990	0.02460000	22.49060059	0.01830000	21.59040070	1.00000000	0.01360000	0.05920000	21.42889977	0.01260000	-999.98999023	2.00000000
23.25419998	0.03060000	22.34830093	0.01700000	21.59460068	0.01200000	20.49040031	1.00000000	0.00880000	0.02070000	20.62520027	0.00810000	0.51090002	1.00000000
23.22310066	0.03050000	22.75970078	0.02100000	22.39159966	0.01750000	21.71829987	1.00000000	0.01450000	0.05620000	21.84350014	0.01680000	0.51099998	1.00000000
24.31220055	0.05220000	23.62420082	0.03250000	23.00880051	0.02360000	22.15139961	1.00000000	0.01760000	0.08150000	22.03520012	0.01860000	0.51120001	1.00000000
22.76700020	0.02440000	22.13890076	0.01550000	21.55170059	0.01180000	20.64069939	1.00000000	0.00900000	0.02740000	20.57690048	0.00790000	-999.98999023	2.00000000
23.22249985	0.03040000	22.82060051	0.02200000	22.40130043	0.01760000	21.66449928	1.00000000	0.01520000	0.06750000	21.79220009	0.01570000	-999.98999023	2.00000000
24.32309914	0.05280000	23.51600075	0.03110000	22.84970093	0.02200000	22.00639915	1.00000000	0.01630000	0.06720000	21.71509933	0.01530000	-999.98999023	3.00000000
23.44319916	0.03440000	23.12520027	0.02560000	22.79660034	0.02160000	22.12919998	1.00000000	0.01830000	0.07020000	22.33559990	0.02360000	-999.98999023	2.00000000
22.73629951	0.02410000	22.07959938	0.01510000	21.35000038	0.01070000	20.00079918	1.00000000	0.00780000	0.02110000	20.28969955	0.00690000	-999.98999023	4.00000000
23.59560013	0.03670000	23.28240013	0.02810000	22.84449959	0.02180000	22.18869972	1.00000000	0.01900000	0.08990000	22.31749916	0.02350000	0.51160002	1.00000000
23.97069931	0.04490000	23.57519913	0.03350000	22.99200058	0.02370000	22.18440056	1.00000000	0.02000000	0.08160000	22.25460052	0.02140000	-999.98999023	4.00000000
22.90500069	0.02600000	22.54050064	0.01860000	22.17630005	0.01580000	21.31150055	1.00000000	0.01320000	0.04040000	21.60180092	0.01390000	0.51169997	1.00000000
22.92740059	0.02670000	22.38909912	0.01780000	21.86109924	0.01370000	20.45490074	1.00000000	0.01050000	0.03630000	20.91139984	0.00980000	0.51169997	1.00000000
24.33629990	0.05380000	23.63190079	0.03300000	23.06579971	0.02470000	22.16850090	1.00000000	0.01850000	0.07530000	22.13590050	0.02040000	-999.98999023	2.00000000
26.22220039	0.15850000	24.79640007	0.06440000	23.85250092	0.03650000	22.16580009	1.00000000	0.02050000	0.10180000	21.72920036	0.01540000	-999.98999023	3.00000000
23.51420021	0.03520000	22.75090027	0.02100000	22.06859970	0.01500000	21.10000038	1.00000000	0.01110000	0.04020000	20.97550011	0.01000000	0.51220000	1.00000000
22.47590065	0.02130000	21.98660088	0.01440000	21.36529922	0.01080000	20.35980034	1.00000000	0.00780000	0.01760000	20.27079964	0.00690000	0.51220000	1.00000000
21.94510078	0.01660000	21.38699913	0.01090000	20.81010056	0.00830000	19.60610008	1.00000000	0.00620000	0.01150000	19.78249931	0.00540000	-999.98999023	2.00000000
22.76040077	0.02440000	22.40699959	0.01760000	22.02860069	0.01470000	21.45579910	1.00000000	0.01280000	0.05450000	21.54630089	0.01370000	0.51239997	1.00000000
22.69840050	0.02370000	22.36569977	0.01740000	21.96839905	0.01440000	21.40239906	1.00000000	0.01260000	0.03490000	21.48010063	0.01380000	-999.98999023	2.00000000
23.00370026	0.02740000	22.71829987	0.02060000	22.36070061	0.01720000	21.41440010	1.00000000	0.01360000	0.05640000	21.61860085	0.01420000	0.51270002	1.00000000
24.04039955	0.04620000	23.56669998	0.03190000	22.98209953	0.02350000	22.11199951	1.00000000	0.01840000	0.09410000	22.07959938	0.01950000	-999.98999023	4.00000000
23.23380089	0.03100000	22.62890053	0.01990000	22.09560013	0.01530000	21.24690056	1.00000000	0.01160000	0.03390000	21.15929985	0.01120000	-999.98999023	2.00000000
23.13039970	0.02930000	22.64830017	0.01990000	22.09129906	0.01520000	21.11350060	1.00000000	0.01220000	0.03630000	21.32180023	0.01210000	-999.98999023	2.00000000
23.07460022	0.02840000	22.01460075	0.01460000	21.14410019	0.00970000	19.93549919	1.00000000	0.00680000	0.01430000	19.93919945	0.00580000	0.51310003	1.00000000
23.42609978	0.03390000	22.54599953	0.01910000	21.75070000	0.01300000	20.89270020	1.00000000	0.00980000	0.02780000	20.81710052	0.00930000	0.51310003	1.00000000
23.49679947	0.03470000	23.11660004	0.02510000	22.75020027	0.02100000	22.24790001	2.00000000	-999.98999023	0.07700000	22.09600067	0.02000000	-999.98999023	2.00000000
24.29789925	0.05310000	23.46680069	0.03090000	22.90850067	0.02380000	22.28400040	1.00000000	0.01980000	0.07260000	21.66390038	0.01500000	-999.98999023	2.00000000
23.32069969	0.03200000	23.03190041	0.02410000	22.72489929	0.02060000	21.98310089	1.00000000	0.01780000	0.09470000	22.31780052	0.02250000	-999.98999023	2.00000000
23.68099976	0.03810000	23.27210045	0.02710000	22.80030060	0.02140000	22.00090027	1.00000000	0.01650000	0.06000000	21.89900017	0.01670000	-999.98999023	4.00000000
22.60370064	0.02260000	21.99950027	0.01450000	21.39200020	0.01090000	20.06879997	1.00000000	0.00790000	0.01640000	20.35910034	0.00720000	-999.98999023	2.00000000
22.70660019	0.02380000	22.27980042	0.01670000	21.79619980	0.01320000	21.00860023	1.00000000	0.01080000	0.03950000	21.08860016	0.01060000	0.51249999	1.00000000
22.15390015	0.01830000	21.75139999	0.01290000	21.39629936	0.01090000	20.58040047	1.00000000	0.00920000	0.02740000	20.81170082	0.00900000	0.51340002	1.00000000
23.08250046	0.02850000	22.68309975	0.02020000	22.33169937	0.01710000	21.68269920	1.00000000	0.01430000	0.04610000	21.79910088	0.01620000	0.51340002	1.00000000
23.38360023	0.03310000	22.83289909	0.02180000	22.28590012	0.01670000	21.29820061	1.00000000	0.01360000	0.05390000	21.53930092	0.01370000	0.51349998	1.00000000
23.94490051	0.04360000	22.89920044	0.02290000	22.05310059	0.01490000	20.80319977	1.00000000	0.01020000	0.03120000	20.80559921	0.00900000	0.51419997	1.00000000
22.71339989	0.02390000	22.13829994	0.01560000	21.45170021	0.01120000	20.04439926	1.00000000	0.00820000	0.02040000	20.39599991	0.00720000	0.51419997	1.00000000
23.28140068	0.03150000	22.94969940	0.02310000	22.51090050	0.01860000	21.66970062	1.00000000	0.01560000	0.07420000	21.92889977	0.01790000	0.51560003	1.00000000
23.38150024	0.03290000	23.03019905	0.02400000	22.66559982	0.02010000	22.04220009	1.00000000	0.01670000	0.06410000	22.06100082	0.01910000	0.51400000	1.00000000
24.13269997	0.04930000	23.14430046	0.02590000	22.29859924	0.01710000	21.33530045	1.00000000	0.01220000	0.04360000	21.22459984	0.01210000	0.51400000	1.00000000
23.41440010	0.03370000	22.66010094	0.02000000	22.10320091	0.01530000	21.09059906	1.00000000	0.01220000	0.04500000	21.25390053	0.01170000	-999.98999023	2.00000000
24.00480080	0.04560000	23.20000076	0.02660000	22.46960068	0.01840000	21.39279938	1.00000000	0.01260000	0.03720000	21.28560066	0.01210000	0.51419997	1.00000000
24.02949905	0.04520000	23.40749931	0.02910000	22.80480003	0.02150000	21.43370056	1.00000000	0.01570000	0.05940000	21.74959946	0.01560000	0.51419997	1.00000000
24.73469925	0.06290000	23.64809990	0.03210000	22.99510002	0.02330000	21.82390022	2.00000000	-999.98999023	0.03850000	21.30590057	0.01150000	-999.98999023	3.00000000
23.06929970	0.02840000	22.27429962	0.01660000	21.59180069	0.01230000	20.28000069	1.00000000	0.00840000	0.01690000	20.22610092	0.00670000	0.51429999	1.00000000
23.61300087	0.03690000	23.06250000	0.02450000	22.71750069	0.02060000	22.06430054	1.00000000	0.01840000	0.09810000	22.18759918	0.02050000	-999.98999023	2.00000000
21.80310059	0.01560000	21.34639931	0.01070000	20.84309959	0.00850000	19.96879959	1.00000000	0.00690000	0.01480000	19.97410011	0.00590000	0.51440001	1.00000000
24.39749908	0.05480000	23.71669960	0.03420000	23.16370010	0.02570000	21.61860085	1.00000000	0.01620000	0.06090000	21.67130089	0.01500000	-999.98999023	3.00000000
23.75559998	0.03950000	23.14049911	0.02540000	22.56439972	0.01910000	21.54660034	1.00000000	0.01400000	0.04330000	21.52499962	0.01360000	0.51450002	1.00000000
22.93939972	0.02670000	22.64730072	0.01990000	22.23800087	0.01630000	21.49589920	1.00000000	0.01420000	0.06010000	21.78680038	0.01610000	0.51450002	1.00000000
23.85919952	0.04170000	22.76009941	0.02110000	21.91889954	0.01400000	20.79910088	1.00000000	0.00940000	0.02610000	20.66010094	0.00850000	0.51459998	1.00000000
24.34259987	0.05560000	23.80690002	0.03780000	23.14200020	0.02610000	22.18969917	1.00000000	0.01990000	0.09610000	22.11879921	0.02040000	-999.98999023	4.00000000
22.06360054	0.01770000	21.12350082	0.00970000	20.61779976	0.00780000	19.57780075	2.00000000	-999.98999023	0.00810000	19.44499969	0.00460000	-999.98999023	4.00000000
23.49729919	0.03460000	23.16270065	0.02550000	22.81240082	0.02140000	22.20590019	1.00000000	0.01820000	0.10770000	22.29190063	0.02160000	0.51480001	1.00000000
24.29579926	0.05260000	23.67340088	0.03380000	23.19129944	0.02650000	22.17119980	1.00000000	0.01970000	0.10760000	22.14990044	0.02000000	0.51490003	1.00000000
22.60059929	0.02270000	22.21859932	0.01620000	21.76569939	0.01310000	21.05430031	1.00000000	0.01090000	0.04010000	21.18260002	0.01120000	-999.98999023	2.00000000
23.07290077	0.02840000	22.73080063	0.02100000	22.27619934	0.01690000	20.80310059	2.00000000	-999.98999023	0.05160000	21.47870064	0.01330000	0.51499999	1.00000000
22.66710091	0.02330000	22.23959923	0.01630000	21.82069969	0.01340000	21.00410080	1.00000000	0.01080000	0.02860000	21.15049934	0.01100000	0.51510000	1.00000000
23.10020065	0.02880000	21.91819954	0.01410000	20.99670029	0.00910000	19.53750038	1.00000000	0.00640000	0.01140000	19.62369919	0.00500000	-999.98999023	1.00000000
23.42679977	0.03350000	23.09799957	0.02460000	22.73010063	0.02080000	22.15530014	1.00000000	0.01780000	0.08070000	22.27499962	0.02280000	0.51520002	1.00000000
23.82010078	0.04100000	22.68400002	0.02050000	21.85330009	0.01360000	20.68720055	1.00000000	0.00920000	0.02180000	20.61070061	0.00820000	0.51520002	1.00000000
23.32699966	0.03200000	22.54260063	0.01890000	21.81010056	0.01340000	20.51339912	1.00000000	0.00960000	0.02840000	20.64290047	0.00840000	-999.98999023	2.00000000
23.60600090	0.03640000	23.25239944	0.02660000	22.93589973	0.02270000	22.50609970	1.00000000	0.01930000	0.07060000	22.48620033	0.02450000	-999.98999023	2.00000000
22.60239983	0.02260000	21.49889946	0.01140000	20.63400078	0.00770000	19.23539925	1.00000000	0.00550000	0.00820000	19.29409981	0.00420000	0.51539999	1.00000000
23.48620033	0.03510000	22.64760017	0.02020000	21.84740067	0.01360000	20.64920044	1.00000000	0.00950000	0.02970000	20.66250038	0.00850000	-999.98999023	2.00000000
23.09289932	0.02880000	22.74480057	0.02120000	22.20800018	0.01610000	21.34460068	1.00000000	0.01400000	0.04500000	21.62159920	0.01420000	0.51550001	1.00000000
22.60350037	0.02260000	22.26219940	0.01650000	21.92020035	0.01400000	21.16020012	1.00000000	0.01200000	0.03910000	21.39060020	0.01250000	0.51550001	1.00000000
22.92420006	0.02620000	22.51309967	0.01850000	21.96590042	0.01430000	21.04369926	1.00000000	0.01160000	0.03140000	21.25510025	0.01140000	-999.98999023	2.00000000
23.75979996	0.03950000	23.23660088	0.02670000	22.78389931	0.02120000	21.96170044	1.00000000	0.01740000	0.08730000	21.96680069	0.01780000	-999.98999023	4.00000000
23.87450027	0.04200000	23.37619972	0.02870000	22.85040092	0.02190000	21.89459991	1.00000000	0.01790000	0.07050000	22.08600044	0.01940000	0.51560003	1.00000000
22.94899940	0.02670000	22.65769958	0.02000000	22.38579941	0.01750000	21.69989967	1.00000000	0.01500000	0.04970000	21.98369980	0.01820000	0.51560003	1.00000000
22.82679939	0.02500000	22.50489998	0.01850000	22.15970039	0.01570000	21.34119987	1.00000000	0.01330000	0.04080000	21.67200089	0.01430000	0.51569998	1.00000000
23.02540016	0.02790000	22.10129929	0.01530000	21.32999992	0.01060000	19.94379997	1.00000000	0.00740000	0.01870000	20.17799950	0.00660000	0.51569998	1.00000000
23.41469955	0.03380000	22.67090034	0.02040000	21.95770073	0.01450000	20.91180038	1.00000000	0.01030000	0.02860000	20.90920067	0.01020000	0.51679999	1.00000000
23.42499924	0.03380000	22.98970032	0.02360000	22.43029976	0.01870000	21.50989914	1.00000000	0.01510000	0.05510000	21.66209984	0.01760000	-999.98999023	2.00000000
22.60560036	0.02270000	22.25860023	0.01640000	21.88059998	0.01380000	21.22999954	1.00000000	0.01150000	0.03470000	21.33460045	0.01220000	-999.98999023	2.00000000
23.38739967	0.03290000	22.84869957	0.02190000	22.40699959	0.01770000	21.56739998	1.00000000	0.01430000	0.04890000	21.70490074	0.01520000	0.51590002	1.00000000
23.19639969	0.03000000	22.82449913	0.02170000	22.36030006	0.01730000	21.53669930	1.00000000	0.01450000	0.06220000	21.71920013	0.01530000	-999.98999023	4.00000000
23.98329926	0.04320000	23.01149940	0.02330000	22.58830070	0.01910000	21.90970039	1.00000000	0.01440000	0.03450000	21.48920059	0.01260000	-999.98999023	4.00000000
22.81030083	0.02500000	22.24830055	0.01630000	21.68070030	0.01260000	20.66040039	1.00000000	0.00980000	0.02440000	20.81769943	0.00930000	0.51590002	1.00000000
22.94210052	0.02660000	22.48419952	0.01850000	21.99279976	0.01450000	21.14369965	1.00000000	0.01180000	0.03740000	21.27759933	0.01160000	0.51590002	1.00000000
24.39060020	0.05470000	23.42959976	0.02930000	22.61940002	0.01960000	21.46910095	1.00000000	0.01350000	0.04920000	21.37350082	0.01260000	-999.98999023	2.00000000
23.43009949	0.03400000	22.25379944	0.01650000	21.34740067	0.01070000	19.94160080	1.00000000	0.00710000	0.01680000	19.99570084	0.00600000	0.51670003	1.00000000
24.98150063	0.07660000	23.67630005	0.03390000	22.87129974	0.02250000	21.66650009	1.00000000	0.01530000	0.06030000	21.62229919	0.01480000	-999.98999023	2.00000000
23.90909958	0.04390000	23.10029984	0.02580000	22.48130035	0.01900000	21.51619911	1.00000000	0.01450000	0.04210000	21.39879990	0.01300000	-999.98999023	2.00000000
24.32089996	0.05280000	23.72839928	0.03490000	23.14060020	0.02530000	22.20890045	1.00000000	0.01940000	0.09490000	22.12240028	0.01970000	-999.98999023	4.00000000
23.56660080	0.03590000	23.19079971	0.02610000	22.69269943	0.02040000	21.99300003	1.00000000	0.01700000	0.06820000	22.06579971	0.01910000	0.51599997	1.00000000
21.96459961	0.01680000	21.44820023	0.01120000	20.88369942	0.00860000	19.53930092	1.00000000	0.00670000	0.01570000	19.99469948	0.00590000	-999.98999023	2.00000000
22.92049980	0.02660000	22.34539986	0.01730000	21.83009911	0.01350000	20.99270058	1.00000000	0.01040000	0.03620000	20.94700050	0.00980000	-999.98999023	2.00000000
