round(B_06,8)	round(B_06_ERR,8)	round(V_06,8)	round(V_06_ERR,8)	round(R_06,8)	round(R_06_ERR,8)	round(I_MAG_AUTO_06,8)	AUTO_FLAG_06	round(I_06_ERR,8)	round(I_CFHT_06_ERR,8)	round(Z_06,8)	round(Z_06_ERR,8)	Z_ZCOS	Z_USE
23.85350037	0.04220000	22.88899994	0.02260000	22.45109940	0.01810000	21.96019936	2.00000000	-999.98999023	0.05250000	21.66270065	0.01510000	-999.98999023	4.00000000
22.24430084	0.01910000	21.85090065	0.01350000	21.71279907	0.01270000	20.80890083	1.00000000	0.01120000	0.03740000	21.23730087	0.01160000	-999.98999023	2.00000000
21.00989914	0.01080000	20.71080017	0.00790000	20.66460037	0.00780000	19.85750008	1.00000000	0.00680000	0.01650000	20.27939987	0.00690000	-999.98999023	2.00000000
24.85120010	0.07540000	23.53429985	0.03130000	22.99390030	0.02360000	22.11129951	1.00000000	0.01750000	0.08470000	22.03140068	0.01860000	-999.98999023	3.00000000
23.30520058	0.03200000	22.84180069	0.02210000	22.66839981	0.02010000	21.90999985	1.00000000	0.01840000	0.08060000	22.18149948	0.02120000	-999.98999023	4.00000000
20.59359932	0.00890000	20.16150093	0.00620000	20.04369926	0.00580000	18.69289970	1.00000000	0.00490000	0.01120000	19.47400093	0.00460000	-999.98999023	2.00000000
20.45179939	0.00830000	20.21459961	0.00630000	20.18160057	0.00620000	19.22690010	1.00000000	0.00540000	0.01100000	19.78120041	0.00540000	-999.98999023	2.00000000
22.47060013	0.02120000	22.22439957	0.01620000	22.19269943	0.01600000	21.49900055	1.00000000	0.01430000	0.03400000	21.88010025	0.01720000	-999.98999023	4.00000000
23.11809921	0.02900000	22.66850090	0.02010000	22.48880005	0.01840000	21.78569984	1.00000000	0.01610000	0.07180000	22.03129959	0.01870000	-999.98999023	2.00000000
24.35239983	0.05360000	23.44829941	0.02960000	23.03800011	0.02390000	22.30970001	1.00000000	0.01890000	0.08580000	22.24040031	0.02080000	-999.98999023	4.00000000
22.79369926	0.02470000	22.38500023	0.01740000	22.29000092	0.01680000	21.07279968	1.00000000	0.01460000	0.05000000	21.79739952	0.01560000	-999.98999023	2.00000000
24.36359978	0.05380000	23.43009949	0.02940000	23.00839996	0.02380000	22.29129982	1.00000000	0.01840000	0.07110000	22.22050095	0.02080000	-999.98999023	4.00000000
22.63089943	0.02300000	22.67079926	0.02010000	22.68120003	0.02020000	22.30270004	1.00000000	0.01890000	0.07820000	21.94840050	0.01820000	1.42240000	3.00000000
22.33149910	0.01990000	22.08729935	0.01520000	22.03400040	0.01480000	21.54240036	1.00000000	0.01340000	0.05060000	21.68339920	0.01490000	-999.98999023	2.00000000
22.27479935	0.01940000	22.16939926	0.01590000	22.13030052	0.01560000	21.79310036	1.00000000	0.01480000	0.06090000	22.00919914	0.01860000	-999.98999023	2.00000000
20.42600060	0.00820000	20.13780022	0.00610000	20.16069984	0.00620000	19.04850006	1.00000000	0.00540000	0.01030000	19.73620033	0.00520000	0.09730000	1.00000000
25.27239990	0.09110000	25.43510056	0.09860000	24.46980095	0.05240000	23.45009995	1.00000000	0.05400000	0.12780000	23.95030022	0.07960000	-999.98999023	4.00000000
20.88640022	0.01020000	20.42860031	0.00700000	20.20299911	0.00630000	19.20910072	1.00000000	0.00530000	0.00970000	19.58930016	0.00490000	-999.98999023	2.00000000
21.40509987	0.01290000	21.11770058	0.00960000	21.16279984	0.00980000	20.47570038	1.00000000	0.00820000	0.02060000	20.72780037	0.00870000	-999.98999023	2.00000000
21.99290085	0.01700000	21.32229996	0.01060000	21.05360031	0.00930000	20.19750023	1.00000000	0.00770000	0.01810000	20.40360069	0.00730000	-999.98999023	4.00000000
21.93230057	0.01650000	21.62709999	0.01220000	22.09469986	0.01530000	21.56929970	1.00000000	0.01330000	0.04480000	21.95540047	0.01790000	-999.98999023	2.00000000
22.12420082	0.01800000	21.94820023	0.01420000	21.97620010	0.01440000	21.78879929	2.00000000	-999.98999023	0.03550000	21.72229958	0.01480000	-999.98999023	4.00000000
22.35960007	0.02020000	22.05680084	0.01490000	21.97319984	0.01440000	21.80830002	2.00000000	-999.98999023	0.05680000	21.66419983	0.01500000	-999.98999023	4.00000000
20.74270058	0.00950000	20.43650055	0.00700000	20.37529945	0.00680000	18.88269997	1.00000000	0.00600000	0.01380000	19.96699905	0.00580000	0.09860000	1.00000000
21.41510010	0.01300000	21.03590012	0.00920000	21.15870094	0.00980000	20.44330025	1.00000000	0.00850000	0.01750000	20.83419991	0.00920000	0.09860000	1.00000000
24.45170021	0.05670000	23.63549995	0.03290000	22.81229973	0.02150000	21.51880074	1.00000000	0.01420000	0.04950000	21.44729996	0.01280000	-999.98999023	3.00000000
22.45249939	0.02100000	22.26309967	0.01640000	22.22330093	0.01610000	20.91419983	1.00000000	0.01460000	0.04780000	21.90089989	0.01630000	0.07930000	2.00000000
23.25139999	0.03090000	22.66679955	0.02010000	22.38290024	0.01750000	21.86610031	1.00000000	0.01520000	0.07290000	21.72509956	0.01530000	0.49239999	3.00000000
20.84219933	0.00990000	20.41049957	0.00690000	20.26899910	0.00650000	18.92749977	1.00000000	0.00540000	0.01050000	19.69470024	0.00510000	0.09890000	1.00000000
22.82250023	0.02520000	22.40620041	0.01770000	22.34650040	0.01730000	21.66609955	1.00000000	0.01490000	0.05790000	21.90539932	0.01770000	0.09910000	1.00000000
22.48640060	0.02140000	22.21529961	0.01600000	22.21949959	0.01610000	21.55719948	1.00000000	0.01420000	0.05360000	21.83550072	0.01600000	0.09900000	1.00000000
20.84830093	0.01000000	20.57209969	0.00740000	20.54800034	0.00740000	19.55369949	1.00000000	0.00650000	0.01130000	20.13739967	0.00640000	0.09920000	1.00000000
22.65850067	0.02320000	22.38319969	0.01750000	22.35589981	0.01750000	21.74629974	1.00000000	0.01590000	0.08690000	21.95260048	0.01810000	0.09920000	1.00000000
23.43129921	0.03350000	22.90670013	0.02240000	22.48419952	0.01830000	21.83979988	1.00000000	0.01520000	0.05120000	21.76580048	0.01520000	-999.98999023	3.00000000
23.02569962	0.02780000	22.66040039	0.02010000	22.58600044	0.01920000	21.97459984	1.00000000	0.01650000	0.09190000	22.13719940	0.02040000	0.09930000	1.00000000
20.70770073	0.00940000	20.32850075	0.00670000	20.09630013	0.00600000	19.22439957	1.00000000	0.00510000	0.00740000	19.49250031	0.00460000	0.09930000	1.00000000
20.28739929	0.00770000	20.05179977	0.00580000	20.10930061	0.00610000	19.11870003	1.00000000	0.00510000	0.00840000	19.61450005	0.00490000	-999.98999023	2.00000000
21.51210022	0.01360000	21.16720009	0.00980000	21.13310051	0.00970000	20.16440010	1.00000000	0.00840000	0.02020000	20.71400070	0.00860000	0.09940000	1.00000000
23.21809959	0.03080000	22.76390076	0.02140000	22.61520004	0.01980000	21.96890068	1.00000000	0.01750000	0.08440000	22.12520027	0.02110000	0.09950000	1.00000000
20.21619987	0.00750000	19.88640022	0.00540000	19.82309914	0.00530000	18.74869919	1.00000000	0.00470000	0.00820000	19.34939957	0.00440000	-999.98999023	4.00000000
26.10519981	0.15160000	24.74629974	0.06480000	23.91589928	0.03890000	22.35700035	1.00000000	0.02100000	0.08880000	21.92130089	0.01810000	-999.98999023	3.00000000
22.29949951	0.01960000	21.89620018	0.01390000	21.76950073	0.01320000	20.95509911	1.00000000	0.01180000	0.03770000	21.26569939	0.01170000	-999.98999023	2.00000000
23.52120018	0.03560000	22.90270042	0.02280000	22.71669960	0.02060000	21.99300003	1.00000000	0.01890000	0.09620000	21.89590073	0.01740000	-999.98999023	4.00000000
22.81030083	0.02490000	22.62660027	0.01950000	22.61529922	0.01940000	22.03310013	1.00000000	0.01760000	0.07910000	22.26670074	0.02000000	0.09990000	1.00000000
22.37420082	0.02030000	22.31859970	0.01690000	22.15390015	0.01570000	20.70940018	1.00000000	0.01450000	0.04820000	21.81229973	0.01630000	-999.98999023	4.00000000
20.58979988	0.00890000	20.31859970	0.00660000	20.25979996	0.00660000	19.98229980	2.00000000	-999.98999023	0.01250000	19.93499947	0.00580000	-999.98999023	4.00000000
20.69759941	0.00930000	20.12170029	0.00600000	19.89080048	0.00540000	18.62369919	1.00000000	0.00450000	0.00720000	19.11289978	0.00390000	-999.98999023	4.00000000
21.44560051	0.01310000	21.23150063	0.01010000	21.17970085	0.00990000	20.62019920	2.00000000	-999.98999023	0.02300000	20.94969940	0.00980000	-999.98999023	4.00000000
22.01659966	0.01720000	21.64649963	0.01230000	21.60339928	0.01210000	21.45409966	2.00000000	-999.98999023	0.03440000	21.32299995	0.01220000	-999.98999023	4.00000000
23.00530052	0.02720000	22.60429955	0.01920000	22.49209976	0.01830000	22.07999992	1.00000000	0.01640000	0.05670000	22.15640068	0.01880000	-999.98999023	4.00000000
22.76630020	0.02440000	22.44370079	0.01800000	22.18449974	0.01580000	21.57239914	1.00000000	0.01280000	0.02680000	21.50810051	0.01310000	-999.98999023	4.00000000
23.01810074	0.02750000	22.64069939	0.01980000	22.57869911	0.01930000	22.17670059	1.00000000	0.01750000	0.08120000	22.29319954	0.02210000	-999.98999023	4.00000000
22.70669937	0.02430000	22.46129990	0.01920000	22.35619926	0.01850000	21.72970009	1.00000000	0.01730000	0.05360000	22.00799942	0.02340000	-999.98999023	4.00000000
20.96489906	0.01050000	20.78000069	0.00820000	20.82769966	0.00860000	20.27949905	2.00000000	-999.98999023	0.01700000	20.57110023	0.00810000	-999.98999023	4.00000000
22.87369919	0.02560000	22.54509926	0.01870000	22.43000031	0.01780000	22.04420090	1.00000000	0.01610000	0.05900000	22.12360001	0.01830000	-999.98999023	4.00000000
20.23690033	0.00750000	19.93549919	0.00560000	19.82040024	0.00530000	18.81800079	1.00000000	0.00460000	0.00630000	19.35180092	0.00430000	-999.98999023	4.00000000
21.71419907	0.01490000	21.38109970	0.01080000	21.30839920	0.01050000	20.53730011	1.00000000	0.00920000	0.02710000	20.89480019	0.00960000	-999.98999023	4.00000000
22.85169983	0.02560000	22.54599953	0.01900000	22.48049927	0.01840000	22.06259918	1.00000000	0.01690000	0.08560000	22.15360069	0.02040000	-999.98999023	4.00000000
21.43849945	0.01310000	20.83600044	0.00840000	21.33699989	0.01060000	20.18059921	1.00000000	0.00890000	0.02750000	21.12859917	0.01080000	-999.98999023	4.00000000
22.80480003	0.02490000	22.49880028	0.01840000	22.45059967	0.01820000	21.76589966	1.00000000	0.01630000	0.06580000	22.06279945	0.01950000	-999.98999023	4.00000000
22.90800095	0.02650000	22.71409988	0.02120000	22.53339958	0.01920000	21.90049934	1.00000000	0.01800000	0.07140000	22.26160049	0.02380000	0.10030000	1.00000000
21.14159966	0.01140000	20.99150085	0.00900000	21.00349998	0.00910000	20.51609993	2.00000000	-999.98999023	0.02590000	20.78940010	0.00900000	-999.98999023	4.00000000
23.72579956	0.03950000	23.21120071	0.02820000	23.04109955	0.02590000	22.41150093	2.00000000	-999.98999023	0.16170000	22.64730072	0.03080000	-999.98999023	4.00000000
21.35000038	0.01250000	21.06909943	0.00930000	21.12089920	0.00960000	20.16160011	1.00000000	0.00820000	0.01300000	20.59679985	0.00770000	0.10060000	1.00000000
23.13290024	0.02970000	22.55369949	0.01940000	22.43230057	0.01860000	21.75769997	1.00000000	0.01430000	0.02820000	-999.98999023	-999.98999023	0.53820002	1.00000000
22.74290085	0.02410000	22.48710060	0.01820000	22.52499962	0.01880000	21.62420082	1.00000000	0.01640000	0.05650000	22.17329979	0.02040000	0.10070000	1.00000000
23.42289925	0.03370000	22.89459991	0.02250000	22.70800018	0.02080000	21.97540092	1.00000000	0.01700000	0.08670000	22.10680008	0.02010000	-999.98999023	1.00000000
21.76399994	0.01520000	21.55330086	0.01170000	21.58390045	0.01190000	20.95299911	1.00000000	0.01080000	0.03530000	21.27079964	0.01180000	-999.98999023	4.00000000
21.81310081	0.01570000	21.37199974	0.01080000	21.23579979	0.01030000	20.50489998	1.00000000	0.00920000	0.02120000	20.68440056	0.00860000	0.10080000	1.00000000
22.45019913	0.02100000	22.19599915	0.01590000	22.21990013	0.01620000	21.38080025	1.00000000	0.01440000	0.07090000	21.92210007	0.01740000	0.10100000	1.00000000
23.09300041	0.02860000	22.45219994	0.01800000	22.28389931	0.01670000	21.53149986	1.00000000	0.01400000	0.05170000	21.66189957	0.01490000	-999.98999023	2.00000000
23.07839966	0.02830000	22.29540062	0.01670000	21.99839973	0.01470000	21.17440033	1.00000000	0.01140000	0.02470000	21.04920006	0.01020000	-999.98999023	3.00000000
21.56959915	0.01390000	21.20459938	0.01000000	21.14430046	0.00970000	20.82519913	2.00000000	-999.98999023	0.02510000	20.79689980	0.00890000	-999.98999023	4.00000000
22.37179947	0.02030000	21.75930023	0.01300000	-999.98999023	-999.98999023	20.95409966	1.00000000	0.01110000	0.03060000	21.26429939	0.01210000	-999.98999023	4.00000000
20.96660042	0.01050000	20.58160019	0.00740000	20.50900078	0.00730000	19.84110069	1.00000000	0.00650000	0.01200000	19.99970055	0.00590000	-999.98999023	4.00000000
23.89929962	0.04270000	22.84259987	0.02190000	22.29649925	0.01680000	21.41600037	2.00000000	-999.98999023	0.03730000	20.99099922	0.01010000	-999.98999023	2.00000000
22.83130074	0.02530000	22.60600090	0.01950000	22.79619980	0.02150000	22.28269958	1.00000000	0.01810000	0.07020000	22.30900002	0.02370000	0.00000000	2.00000000
22.99010086	0.02720000	22.74880028	0.02080000	22.68549919	0.02070000	22.28459930	1.00000000	0.01970000	0.09050000	22.39150047	0.02360000	-999.98999023	4.00000000
22.09469986	0.01780000	21.73299980	0.01280000	21.65730095	0.01240000	20.84950066	1.00000000	0.01070000	0.04260000	21.23279953	0.01150000	0.10170000	1.00000000
22.58300018	0.02240000	22.25070000	0.01640000	22.24469948	0.01640000	21.41130066	1.00000000	0.01400000	0.05710000	21.81189919	0.01580000	-999.98999023	2.00000000
21.14730072	0.01150000	20.85709953	0.00850000	20.77300072	0.00840000	20.46310043	2.00000000	-999.98999023	0.01790000	20.40660095	0.00730000	-999.98999023	2.00000000
23.12030029	0.02900000	22.76280022	0.02130000	22.62700081	0.01960000	22.19389915	1.00000000	0.01740000	0.09410000	22.34370041	0.02260000	-999.98999023	4.00000000
22.92589951	0.02640000	22.49189949	0.01840000	22.34630013	0.01720000	21.76679993	1.00000000	0.01490000	0.06820000	21.87669945	0.01710000	-999.98999023	2.00000000
22.43519974	0.02090000	22.07159996	0.01500000	22.13129997	0.01560000	21.55369949	1.00000000	0.01420000	0.06470000	21.75539970	0.01560000	0.10220000	1.00000000
22.47879982	0.02140000	21.81879997	0.01340000	21.57379913	0.01190000	20.65789986	1.00000000	0.00990000	0.02450000	20.90990067	0.00970000	-999.98999023	4.00000000
22.37010002	0.02030000	22.23040009	0.01650000	22.31710052	0.01700000	21.78199959	1.00000000	0.01580000	0.06650000	22.06349945	0.02000000	-999.98999023	4.00000000
23.00860023	0.02750000	22.51919937	0.01880000	22.40040016	0.01770000	21.96479988	1.00000000	0.01620000	0.04680000	21.90220070	0.01720000	-999.98999023	3.00000000
23.09149933	0.02850000	22.89570045	0.02250000	22.57530022	0.01910000	21.94960022	1.00000000	0.01700000	0.07980000	22.03899956	0.01850000	-999.98999023	4.00000000
20.15209961	0.00740000	19.71710014	0.00500000	19.58670044	0.00470000	18.48100090	1.00000000	0.00410000	0.00650000	19.05069923	0.00380000	0.10310000	1.00000000
24.78599930	0.06860000	23.87179947	0.03770000	23.33270073	0.02800000	22.37059975	1.00000000	0.01950000	0.10920000	22.14290047	0.01990000	-999.98999023	3.00000000
22.46089935	0.02120000	22.12240028	0.01560000	22.08300018	0.01510000	20.68239975	1.00000000	0.01370000	0.05530000	21.68350029	0.01490000	0.10350000	1.00000000
24.24279976	0.04980000	23.49360085	0.03000000	23.22859955	0.02610000	22.54280090	1.00000000	0.02220000	0.10520000	22.59939957	0.02550000	-999.98999023	4.00000000
22.43400002	0.02090000	21.87709999	0.01370000	21.62890053	0.01220000	20.63809967	1.00000000	0.01020000	0.03300000	21.00000000	0.01020000	-999.98999023	4.00000000
21.95509911	0.01670000	21.61240005	0.01210000	21.61289978	0.01210000	20.99780083	1.00000000	0.01070000	0.02670000	21.14739990	0.01090000	0.10370000	1.00000000
22.74720001	0.02410000	22.45330048	0.01800000	22.40579987	0.01760000	21.78840065	1.00000000	0.01560000	0.06850000	22.03790092	0.01820000	0.10380000	1.00000000
23.24290085	0.03070000	22.90439987	0.02320000	22.90480042	0.02360000	22.25679970	1.00000000	0.02260000	0.09160000	22.42189980	0.02450000	0.10380000	1.00000000
22.81170082	0.02500000	22.19260025	0.01600000	22.00950050	0.01460000	21.23110008	1.00000000	0.01230000	0.05330000	21.39200020	0.01290000	0.10400000	1.00000000
22.81949997	0.02490000	22.48469925	0.01820000	22.43050003	0.01780000	21.44149971	1.00000000	0.01560000	0.05520000	21.99430084	0.01730000	-999.98999023	3.00000000
22.30830002	0.01960000	22.05080032	0.01480000	21.99200058	0.01450000	21.31559944	1.00000000	0.01290000	0.04410000	21.61300087	0.01390000	0.10420000	1.00000000
21.31320000	0.01240000	20.83419991	0.00840000	20.68029976	0.00780000	19.69339943	1.00000000	0.00660000	0.01540000	20.10910034	0.00640000	0.10440000	1.00000000
23.10820007	0.02900000	22.61750031	0.01990000	22.44659996	0.01830000	21.46489906	1.00000000	0.01560000	0.06840000	21.89640045	0.01750000	-999.98999023	4.00000000
21.16080093	0.01160000	20.65099907	0.00770000	20.51250076	0.00720000	19.54680061	1.00000000	0.00610000	0.01320000	19.96310043	0.00590000	0.10450000	1.00000000
21.38780022	0.01280000	21.09830093	0.00950000	21.07250023	0.00940000	20.10320091	1.00000000	0.00830000	0.02540000	20.69610023	0.00860000	0.10460000	1.00000000
20.87770081	0.01010000	20.33709908	0.00670000	20.19050026	0.00620000	18.64940071	1.00000000	0.00520000	0.01050000	19.59869957	0.00490000	0.10460000	1.00000000
21.90519905	0.01630000	21.67959976	0.01250000	21.70549965	0.01280000	20.70540047	1.00000000	0.01120000	0.04380000	21.37649918	0.01270000	-999.98999023	2.00000000
22.68219948	0.02350000	22.39229965	0.01760000	22.37430000	0.01740000	21.69540024	1.00000000	0.01540000	0.07260000	21.99900055	0.01830000	0.10490000	1.00000000
21.57309914	0.01400000	20.81170082	0.00830000	20.59930038	0.00760000	19.51259995	1.00000000	0.00610000	0.01160000	19.86549950	0.00560000	-999.98999023	2.00000000
21.30929947	0.01240000	20.57810020	0.00740000	20.28389931	0.00650000	18.75670052	1.00000000	0.00500000	0.00770000	19.39179993	0.00440000	-999.98999023	2.00000000
22.57920074	0.02240000	22.27440071	0.01640000	22.29789925	0.01680000	21.83889961	1.00000000	0.01500000	0.05680000	21.98399925	0.01740000	-999.98999023	3.00000000
23.04459953	0.02800000	22.33979988	0.01710000	22.15480042	0.01570000	21.26539993	1.00000000	0.01380000	0.04220000	21.60359955	0.01460000	-999.98999023	2.00000000
21.35840034	0.01260000	20.93490028	0.00880000	20.80270004	0.00830000	19.19470024	1.00000000	0.00710000	0.01650000	20.27529907	0.00680000	0.10510000	1.00000000
22.39640045	0.02050000	22.08329964	0.01510000	22.01619911	0.01460000	21.33659935	1.00000000	0.01290000	0.04810000	21.60199928	0.01420000	-999.98999023	2.00000000
22.12220001	0.01810000	21.94989967	0.01430000	21.92770004	0.01410000	21.76119995	2.00000000	-999.98999023	0.05220000	21.77759933	0.01620000	-999.98999023	2.00000000
20.93910027	0.01040000	20.46859932	0.00710000	20.29990005	0.00660000	19.27009964	1.00000000	0.00550000	0.01000000	19.70009995	0.00510000	0.10530000	1.00000000
22.24990082	0.01910000	21.92580032	0.01400000	21.82349968	0.01340000	20.41790009	1.00000000	0.01170000	0.02970000	21.34819984	0.01220000	0.10530000	1.00000000
22.28560066	0.01950000	21.88599968	0.01370000	21.75629997	0.01300000	20.76600075	1.00000000	0.01150000	0.03960000	21.34760094	0.01240000	-999.98999023	4.00000000
21.20429993	0.01180000	20.85050011	0.00850000	20.88640022	0.00860000	19.99180031	1.00000000	0.00740000	0.01580000	20.47970009	0.00770000	0.10550000	1.00000000
22.65299988	0.02330000	-999.98999023	-999.98999023	-999.98999023	-999.98999023	21.45719910	2.00000000	-999.98999023	0.05480000	-999.98999023	-999.98999023	-999.98999023	2.00000000
22.21229935	0.01890000	21.96419907	0.01440000	21.92280006	0.01410000	21.09700012	1.00000000	0.01310000	0.04950000	21.57570076	0.01490000	-999.98999023	4.00000000
21.74329948	0.01520000	21.38730049	0.01090000	21.36700058	0.01080000	20.16300011	1.00000000	0.00940000	0.02940000	20.96549988	0.01000000	0.10570000	1.00000000
23.23509979	0.03070000	22.61260033	0.01950000	22.42390060	0.01800000	21.46960068	1.00000000	0.01500000	0.04260000	21.84370041	0.01700000	-999.98999023	2.00000000
22.38129997	0.02030000	22.10899925	0.01530000	22.08349991	0.01510000	21.36230087	1.00000000	0.01350000	0.03420000	21.71780014	0.01490000	0.10580000	1.00000000
23.81719971	0.04100000	23.23909950	0.02710000	22.88479996	0.02240000	22.21929932	1.00000000	0.01860000	0.07700000	22.08180046	0.02010000	-999.98999023	4.00000000
21.36919975	0.01270000	20.81769943	0.00830000	20.62140083	0.00760000	19.35720062	1.00000000	0.00630000	0.00900000	19.99200058	0.00590000	0.10590000	1.00000000
22.47999954	0.02120000	22.27499962	0.01640000	22.32320023	0.01690000	21.64170074	1.00000000	0.01520000	0.04700000	22.05990028	0.01820000	0.10590000	1.00000000
22.99670029	0.02720000	22.67709923	0.02020000	22.62509918	0.01960000	21.90069962	1.00000000	0.01700000	0.05940000	22.22629929	0.02050000	0.10590000	1.00000000
23.16860008	0.02970000	22.76479912	0.02110000	22.66530037	0.02000000	22.11840057	1.00000000	0.01760000	0.07660000	22.17460060	0.02070000	-999.98999023	4.00000000
22.35470009	0.02010000	22.15859985	0.01570000	22.12809944	0.01550000	21.49539948	1.00000000	0.01390000	0.06060000	21.78400040	0.01590000	-999.98999023	2.00000000
20.67399979	0.00920000	20.31180000	0.00660000	20.25349998	0.00640000	19.42219925	1.00000000	0.00590000	0.00770000	19.72080040	0.00510000	0.10620000	1.00000000
21.85449982	0.01590000	21.11100006	0.00950000	20.93899918	0.00890000	19.63260078	1.00000000	0.00740000	0.01750000	20.21719933	0.00660000	-999.98999023	2.00000000
21.33650017	0.01250000	21.07180023	0.00940000	21.08189964	0.00940000	19.94770050	1.00000000	0.00840000	0.01890000	20.75650024	0.00880000	0.10630000	1.00000000
23.75160027	0.03920000	23.07010078	0.02450000	22.76129913	0.02090000	21.99150085	1.00000000	0.01720000	0.05460000	22.09499931	0.01880000	-999.98999023	3.00000000
20.65789986	0.00910000	20.41480064	0.00690000	20.38439941	0.00680000	19.64310074	1.00000000	0.00620000	0.01320000	20.06710052	0.00620000	0.10650000	1.00000000
20.44029999	0.00830000	20.32019997	0.00660000	20.33189964	0.00670000	19.45730019	1.00000000	0.00610000	0.01280000	20.06839943	0.00620000	0.10650000	1.00000000
22.90430069	0.02610000	22.62820053	0.01970000	22.61470032	0.01950000	22.12560081	1.00000000	0.01760000	0.06650000	22.26110077	0.02180000	0.10650000	1.00000000
23.09079933	0.02870000	22.75340080	0.02100000	22.65810013	0.02010000	21.69169998	1.00000000	0.01770000	0.06570000	22.25180054	0.02220000	0.10690000	1.00000000
22.45179939	0.02110000	22.18199921	0.01590000	22.11800003	0.01540000	21.42490005	1.00000000	0.01400000	0.05040000	21.77050018	0.01560000	0.10740000	1.00000000
20.86770058	0.01010000	20.54109955	0.00730000	20.53359985	0.00730000	19.55520058	1.00000000	0.00640000	0.01370000	20.16839981	0.00640000	0.10760000	1.00000000
21.97540092	0.01690000	21.75329971	0.01290000	21.73520088	0.01290000	20.42690086	1.00000000	0.01160000	0.03800000	21.45820045	0.01310000	0.10750000	1.00000000
22.38380051	0.02040000	22.16250038	0.01560000	22.23800087	0.01630000	21.59819984	1.00000000	0.01430000	0.08940000	21.99850082	0.01800000	0.10780000	1.00000000
22.85630035	0.02550000	22.58250046	0.01920000	22.58589935	0.01930000	21.97789955	1.00000000	0.01710000	0.07400000	22.23500061	0.02080000	0.10770000	1.00000000
21.63969994	0.01440000	21.35960007	0.01070000	21.36720085	0.01080000	20.60219955	1.00000000	0.00950000	0.02460000	21.03510094	0.01040000	0.10820000	1.00000000
21.94009972	0.01660000	21.58790016	0.01190000	21.53440094	0.01170000	20.62590027	1.00000000	0.01000000	0.03130000	21.06839943	0.01040000	0.10830000	1.00000000
22.61840057	0.02280000	22.27860069	0.01660000	22.17090034	0.01600000	20.56270027	1.00000000	0.01390000	0.05140000	21.62960052	0.01480000	0.44780001	4.00000000
22.60169983	0.02260000	22.40119934	0.01760000	22.39769936	0.01760000	21.81240082	1.00000000	0.01630000	0.08160000	22.11470032	0.01930000	0.10850000	1.00000000
21.14109993	0.01140000	20.82789993	0.00830000	20.75469971	0.00810000	19.39900017	1.00000000	0.00700000	0.01360000	20.31080055	0.00690000	0.10830000	1.00000000
23.78809929	0.04220000	23.09449959	0.02630000	22.84530067	0.02290000	22.13759995	1.00000000	0.01880000	0.05290000	22.17519951	0.02050000	-999.98999023	4.00000000
21.50609970	0.01350000	21.20109940	0.00990000	21.32489967	0.01060000	20.62590027	1.00000000	0.00930000	0.01960000	21.04570007	0.01030000	0.10870000	1.00000000
21.67550087	0.01460000	21.36429977	0.01070000	21.33189964	0.01060000	20.22629929	1.00000000	0.00920000	0.02240000	20.94960022	0.00960000	0.10880000	1.00000000
23.17930031	0.02990000	22.64170074	0.02000000	22.45280075	0.01800000	21.80480003	1.00000000	0.01550000	0.06680000	21.94350052	0.01700000	0.00000000	1.00000000
21.64500046	0.01440000	21.33029938	0.01060000	21.26749992	0.01030000	20.13549995	1.00000000	0.00900000	0.02510000	20.84399986	0.00970000	0.10890000	1.00000000
23.61840057	0.03710000	23.37809944	0.02920000	23.20219994	0.02690000	21.74320030	1.00000000	0.02290000	0.09680000	22.42230034	0.02420000	-999.98999023	4.00000000
23.10770035	0.02870000	22.84020042	0.02160000	22.73340034	0.02080000	21.81410027	1.00000000	0.01770000	0.09270000	22.15800095	0.02020000	-999.98999023	3.00000000
21.62809944	0.01430000	21.17440033	0.00980000	21.01110077	0.00920000	19.10429955	1.00000000	0.00780000	0.01960000	20.48590088	0.00790000	0.10950000	1.00000000
23.15740013	0.02960000	22.59519958	0.01950000	22.40559959	0.01790000	21.47739983	1.00000000	0.01540000	0.07460000	21.81130028	0.01620000	-999.98999023	2.00000000
23.14949989	0.02990000	22.87269974	0.02280000	22.65189934	0.02000000	21.68120003	1.00000000	0.01760000	0.09330000	22.04330063	0.01970000	0.10420000	4.00000000
21.34399986	0.01260000	21.00239944	0.00910000	20.83040047	0.00840000	20.06539917	1.00000000	0.00720000	0.01750000	20.36319923	0.00720000	0.10970000	1.00000000
22.06640053	0.01760000	21.52980042	0.01170000	21.38940048	0.01090000	20.34930038	1.00000000	0.00920000	0.02860000	20.83970070	0.00930000	-999.98999023	4.00000000
21.53249931	0.01370000	21.22190094	0.01000000	21.32889938	0.01060000	20.65369987	1.00000000	0.00930000	0.02750000	21.03170013	0.01030000	-999.98999023	2.00000000
21.84219933	0.01580000	21.52549934	0.01160000	21.41139984	0.01100000	19.86630058	1.00000000	0.00970000	0.02910000	20.96780014	0.00980000	-999.98999023	3.00000000
20.93720055	0.01040000	20.67580032	0.00780000	20.66180038	0.00780000	19.75939941	1.00000000	0.00690000	0.01500000	20.35129929	0.00720000	-999.98999023	2.00000000
22.64150047	0.02310000	22.19700050	0.01590000	22.09600067	0.01540000	21.08760071	1.00000000	0.01320000	0.03900000	21.63470078	0.01460000	-999.98999023	4.00000000
22.45949936	0.02140000	22.40340042	0.01770000	22.19090080	0.01600000	21.82349968	1.00000000	0.01500000	0.06930000	22.02140045	0.01930000	-999.98999023	4.00000000
