  -22.591  -4.3116780   0.0915141   0.1160919
  -21.764  -3.2181735   0.0406415   0.0448411
  -20.934  -2.6232184   0.0237079   0.0250772
  -20.095  -2.4194141   0.0230766   0.0243719
  -19.182  -2.3407595   0.0282094   0.0301699
  -18.350  -2.1827730   0.0522820   0.0594485
