  -22.097  -3.8243316   0.1161668   0.1590617
  -21.371  -3.0204007   0.0526317   0.0599012
  -20.620  -2.6223342   0.0361829   0.0394737
  -19.838  -2.4411843   0.0308813   0.0332464
  -19.147  -2.3885472   0.0367756   0.0401802
  -18.468  -2.3703618   0.0742004   0.0895442
