,Absolute_Magnitude_Bin,Average_Absolute_Magnitude,Average_Comoving_Volume,Average_Weight,Number_Density,Number_Density_Error,Number_Of_Gals,Log10Phi,Log10Err
0,-23.75,,,,0.0,0.0,0,-inf,
1,-23.25,,,,0.0,0.0,0,-inf,
2,-22.75,,,,0.0,0.0,0,-inf,
3,-22.25,,,,0.0,0.0,0,-inf,
4,-21.75,,,,0.0,0.0,0,-inf,
5,-21.25,-21.14984103695071,55792.645814111296,7.753434798534798,0.0005536361176900155,0.00014059374064003785,2,-3.2567755854555336,0.11028739599733407
6,-20.75,-20.578512871739072,55711.81619421393,2.281869597069597,8.191689853064188e-05,5.4228562227488906e-05,1,-4.086626498952794,0.2875006959417047
7,-20.25,-20.172362250488455,56224.874383137365,1.539831900687759,0.0002738655966113569,9.869981188768073e-05,5,-3.5624625210146577,0.15651759183369862
8,-19.75,-19.691781246040062,56333.381238124966,1.6033172373099402,0.00022767945972389413,8.990520498184439e-05,4,-3.6426761478255405,0.17149256443838132
9,-19.25,-19.272525887448392,56486.38835628966,1.5930160405701124,0.00022561577684595147,8.937774929307742e-05,4,-3.646630534309409,0.17204587314573838
10,-18.75,-18.776375816533832,56537.27845946028,1.5879495460118953,0.0003932139370080751,0.00011794011597993384,7,-3.405371097507162,0.1302617652742632
11,-18.25,,,,0.0,0.0,0,-inf,
12,-17.75,,,,0.0,0.0,0,-inf,
13,-17.25,,,,0.0,0.0,0,-inf,
14,-16.75,,,,0.0,0.0,0,-inf,
15,-16.25,,,,0.0,0.0,0,-inf,
16,-15.75,,,,0.0,0.0,0,-inf,
17,-15.25,,,,0.0,0.0,0,-inf,
